표찰번호,설치개수,등수,소재지지번주소,리,지번,등주재질,위도,경도,관리기관전화번호,관리기관명,데이터기준일자
921-1,1,1,고촌읍,전호리,755,전용주(철주),37.59169006,126.787117,031-980-2796,김포시 도로관리과,2021-02-20
921-10,1,1,고촌읍,전호리,755,전용주(철주),37.59047318,126.789444,031-980-2796,김포시 도로관리과,2021-02-20
921-11,1,1,고촌읍,전호리,755,전용주(철주),37.59040451,126.7897263,031-980-2796,김포시 도로관리과,2021-02-20
921-12,1,1,고촌읍,전호리,755,전용주(철주),37.59039307,126.7899857,031-980-2796,김포시 도로관리과,2021-02-20
921-13,1,1,고촌읍,전호리,755,전용주(철주),37.59038925,126.7902603,031-980-2796,김포시 도로관리과,2021-02-20
921-14,1,1,고촌읍,전호리,755,전용주(철주),37.59043121,126.7905502,031-980-2796,김포시 도로관리과,2021-02-20
921-15,1,1,고촌읍,전호리,755,전용주(철주),37.59050369,126.7907791,031-980-2796,김포시 도로관리과,2021-02-20
921-2,1,1,고촌읍,전호리,755,전용주(철주),37.59154892,126.7873611,031-980-2796,김포시 도로관리과,2021-02-20
921-3,1,1,고촌읍,전호리,755,전용주(철주),37.59138489,126.7876282,031-980-2796,김포시 도로관리과,2021-02-20
921-4,1,1,고촌읍,전호리,755,전용주(철주),37.5912323,126.7878952,031-980-2796,김포시 도로관리과,2021-02-20
921-5,1,1,고촌읍,전호리,755,전용주(철주),37.59110641,126.7881699,031-980-2796,김포시 도로관리과,2021-02-20
921-6,1,1,고촌읍,전호리,755,전용주(철주),37.59094238,126.7884064,031-980-2796,김포시 도로관리과,2021-02-20
921-7,1,1,고촌읍,전호리,755,전용주(철주),37.59084702,126.7887192,031-980-2796,김포시 도로관리과,2021-02-20
921-8,1,1,고촌읍,전호리,755,전용주(철주),37.5907135,126.7889633,031-980-2796,김포시 도로관리과,2021-02-20
921-9,1,1,고촌읍,전호리,755,전용주(철주),37.59056854,126.7891998,031-980-2796,김포시 도로관리과,2021-02-20
922-1,1,1,고촌읍,전호리,755,전용주(철주),37.59069443,126.7912521,031-980-2796,김포시 도로관리과,2021-02-20
922-10,1,1,고촌읍,전호리,758,전용주(철주),37.59011841,126.7929993,031-980-2796,김포시 도로관리과,2021-02-20
922-11,1,1,고촌읍,전호리,758,전용주(철주),37.58998108,126.7932281,031-980-2796,김포시 도로관리과,2021-02-20
922-12,1,1,고촌읍,전호리,758,전용주(철주),37.58996201,126.7934494,031-980-2796,김포시 도로관리과,2021-02-20
922-13,1,1,고촌읍,전호리,758,전용주(철주),37.59006882,126.7937393,031-980-2796,김포시 도로관리과,2021-02-20
922-14,1,1,고촌읍,전호리,758,전용주(철주),37.590168,126.7940369,031-980-2796,김포시 도로관리과,2021-02-20
922-15,1,1,고촌읍,전호리,758,전용주(철주),37.59030914,126.7943573,031-980-2796,김포시 도로관리과,2021-02-20
922-16,1,1,고촌읍,전호리,758,전용주(철주),37.59041214,126.794632,031-980-2796,김포시 도로관리과,2021-02-20
922-17,1,1,고촌읍,전호리,758,전용주(철주),37.59051895,126.794899,031-980-2796,김포시 도로관리과,2021-02-20
922-18,1,1,고촌읍,전호리,758,전용주(철주),37.59063339,126.7951736,031-980-2796,김포시 도로관리과,2021-02-20
922-19,1,1,고촌읍,전호리,758,전용주(철주),37.59074402,126.7954178,031-980-2796,김포시 도로관리과,2021-02-20
922-2,1,1,고촌읍,전호리,755,전용주(철주),37.59078217,126.7914963,031-980-2796,김포시 도로관리과,2021-02-20
922-20,1,1,고촌읍,전호리,758,전용주(철주),37.5908165,126.7956543,031-980-2796,김포시 도로관리과,2021-02-20
922-21,1,1,고촌읍,전호리,758,전용주(철주),37.59090424,126.7958832,031-980-2796,김포시 도로관리과,2021-02-20
922-22,1,1,고촌읍,전호리,758,전용주(철주),37.59098434,126.7960968,031-980-2796,김포시 도로관리과,2021-02-20
922-3,1,1,고촌읍,전호리,755,전용주(철주),37.59087372,126.7917862,031-980-2796,김포시 도로관리과,2021-02-20
922-4,1,1,고촌읍,전호리,755,전용주(철주),37.5909996,126.7920532,031-980-2796,김포시 도로관리과,2021-02-20
922-5,1,1,고촌읍,전호리,755,전용주(철주),37.59109879,126.7923279,031-980-2796,김포시 도로관리과,2021-02-20
922-6,1,1,고촌읍,전호리,758,전용주(철주),37.5909729,126.7924652,031-980-2796,김포시 도로관리과,2021-02-20
922-7,1,1,고촌읍,전호리,758,전용주(철주),37.59075928,126.7925797,031-980-2796,김포시 도로관리과,2021-02-20
922-8,1,1,고촌읍,전호리,758,전용주(철주),37.59051895,126.7927551,031-980-2796,김포시 도로관리과,2021-02-20
922-9,1,1,고촌읍,전호리,758,전용주(철주),37.59029388,126.7928925,031-980-2796,김포시 도로관리과,2021-02-20
923-1,1,1,고촌읍,전호리,757,전용주(철주),37.5916748,126.79599,031-980-2796,김포시 도로관리과,2021-02-20
923-10,1,1,고촌읍,전호리,758,전용주(철주),37.59116364,126.7962723,031-980-2796,김포시 도로관리과,2021-02-20
923-11,1,1,고촌읍,전호리,757,전용주(철주),37.59118652,126.7961655,031-980-2796,김포시 도로관리과,2021-02-20
923-2,1,1,고촌읍,전호리,757,전용주(철주),37.59179306,126.7962952,031-980-2796,김포시 도로관리과,2021-02-20
923-3,1,1,고촌읍,전호리,757,전용주(철주),37.59196472,126.7967377,031-980-2796,김포시 도로관리과,2021-02-20
923-4,1,1,고촌읍,전호리,758,전용주(철주),37.59191895,126.7969742,031-980-2796,김포시 도로관리과,2021-02-20
923-5,1,1,고촌읍,전호리,758,전용주(철주),37.59173965,126.7970581,031-980-2796,김포시 도로관리과,2021-02-20
923-6,1,1,고촌읍,전호리,758,전용주(철주),37.59159851,126.7970428,031-980-2796,김포시 도로관리과,2021-02-20
923-7,1,1,고촌읍,전호리,758,전용주(철주),37.59146881,126.7969589,031-980-2796,김포시 도로관리과,2021-02-20
923-8,1,1,고촌읍,전호리,732,전용주(철주),37.59138107,126.7967758,031-980-2796,김포시 도로관리과,2021-02-20
923-9,1,1,고촌읍,전호리,758,전용주(철주),37.59126663,126.7965317,031-980-2796,김포시 도로관리과,2021-02-20
924-1,1,1,고촌읍,전호리,758,전용주(철주),37.59270477,126.7964935,031-980-2796,김포시 도로관리과,2021-02-20
924-10,1,1,고촌읍,전호리,758,전용주(철주),37.59091949,126.7956161,031-980-2796,김포시 도로관리과,2021-02-20
924-11,1,1,고촌읍,전호리,726,전용주(철주),37.59082413,126.7953873,031-980-2796,김포시 도로관리과,2021-02-20
924-12,1,1,고촌읍,전호리,726,전용주(철주),37.59072495,126.7951202,031-980-2796,김포시 도로관리과,2021-02-20
924-13,1,1,고촌읍,전호리,758,전용주(철주),37.59064102,126.7948532,031-980-2796,김포시 도로관리과,2021-02-20
924-14,1,1,고촌읍,전호리,725,전용주(철주),37.59052277,126.7945786,031-980-2796,김포시 도로관리과,2021-02-20
924-15,1,1,고촌읍,전호리,758,전용주(철주),37.59034348,126.7942047,031-980-2796,김포시 도로관리과,2021-02-20
924-16,1,1,고촌읍,전호리,758,전용주(철주),37.59024048,126.7938919,031-980-2796,김포시 도로관리과,2021-02-20
924-17,1,1,고촌읍,전호리,725,전용주(철주),37.59014511,126.7936325,031-980-2796,김포시 도로관리과,2021-02-20
924-18,1,1,고촌읍,전호리,758,전용주(철주),37.59007645,126.7933655,031-980-2796,김포시 도로관리과,2021-02-20
924-19,1,1,고촌읍,전호리,758,전용주(철주),37.59013748,126.7931442,031-980-2796,김포시 도로관리과,2021-02-20
924-2,1,1,고촌읍,전호리,758,전용주(철주),37.59242249,126.7966614,031-980-2796,김포시 도로관리과,2021-02-20
924-20,1,1,고촌읍,전호리,758,전용주(철주),37.59036636,126.7929764,031-980-2796,김포시 도로관리과,2021-02-20
924-21,1,1,고촌읍,전호리,758,전용주(철주),37.59057617,126.7928314,031-980-2796,김포시 도로관리과,2021-02-20
924-22,1,1,고촌읍,전호리,758,전용주(철주),37.59082794,126.7926865,031-980-2796,김포시 도로관리과,2021-02-20
924-23,1,1,고촌읍,전호리,758,전용주(철주),37.59102631,126.7925568,031-980-2796,김포시 도로관리과,2021-02-20
924-3,1,1,고촌읍,전호리,758,전용주(철주),37.5921669,126.7968063,031-980-2796,김포시 도로관리과,2021-02-20
924-4,1,1,고촌읍,전호리,727,전용주(철주),37.59200668,126.7964172,031-980-2796,김포시 도로관리과,2021-02-20
924-5,1,1,고촌읍,전호리,727,전용주(철주),37.59184265,126.7960281,031-980-2796,김포시 도로관리과,2021-02-20
924-6,1,1,고촌읍,전호리,757,전용주(철주),37.59153366,126.7957764,031-980-2796,김포시 도로관리과,2021-02-20
924-7,1,1,고촌읍,전호리,757,전용주(철주),37.59130096,126.7959137,031-980-2796,김포시 도로관리과,2021-02-20
924-8,1,1,고촌읍,전호리,758,전용주(철주),37.59106445,126.7960052,031-980-2796,김포시 도로관리과,2021-02-20
924-9,1,1,고촌읍,전호리,758,전용주(철주),37.59101486,126.7958374,031-980-2796,김포시 도로관리과,2021-02-20
925-1,1,1,고촌읍,전호리,755,전용주(철주),37.59121704,126.7925949,031-980-2796,김포시 도로관리과,2021-02-20
925-10,1,1,고촌읍,전호리,755,전용주(철주),37.59237671,126.7955551,031-980-2796,김포시 도로관리과,2021-02-20
925-11,1,1,고촌읍,전호리,755,전용주(철주),37.59246826,126.795784,031-980-2796,김포시 도로관리과,2021-02-20
925-12,1,1,고촌읍,전호리,755,전용주(철주),37.5925827,126.7960587,031-980-2796,김포시 도로관리과,2021-02-20
925-13,1,1,고촌읍,전호리,755,전용주(철주),37.59267807,126.7963257,031-980-2796,김포시 도로관리과,2021-02-20
925-2,1,1,고촌읍,전호리,755,전용주(철주),37.59131241,126.7928772,031-980-2796,김포시 도로관리과,2021-02-20
925-3,1,1,고촌읍,전호리,755,전용주(철주),37.59144592,126.7932053,031-980-2796,김포시 도로관리과,2021-02-20
925-4,1,1,고촌읍,전호리,755,전용주(철주),37.59156036,126.7934952,031-980-2796,김포시 도로관리과,2021-02-20
925-5,1,1,고촌읍,전호리,755,전용주(철주),37.59179306,126.7940598,031-980-2796,김포시 도로관리과,2021-02-20
925-6,1,1,고촌읍,전호리,755,전용주(철주),37.59190369,126.794342,031-980-2796,김포시 도로관리과,2021-02-20
925-7,1,1,고촌읍,전호리,755,전용주(철주),37.59206772,126.794754,031-980-2796,김포시 도로관리과,2021-02-20
925-8,1,1,고촌읍,전호리,755,전용주(철주),37.59217072,126.7950058,031-980-2796,김포시 도로관리과,2021-02-20
925-9,1,1,고촌읍,전호리,755,전용주(철주),37.59228134,126.7952881,031-980-2796,김포시 도로관리과,2021-02-20
926-1,1,1,고촌읍,전호리,781,전용주(철주),37.59413147,126.7956238,031-980-2796,김포시 도로관리과,2021-02-20
926-10,1,1,고촌읍,전호리,755,전용주(철주),37.59260559,126.7956238,031-980-2796,김포시 도로관리과,2021-02-20
926-11,1,1,고촌읍,전호리,755,전용주(철주),37.59250641,126.7953949,031-980-2796,김포시 도로관리과,2021-02-20
926-12,1,1,고촌읍,전호리,755,전용주(철주),37.59220505,126.794693,031-980-2796,김포시 도로관리과,2021-02-20
926-13,1,1,고촌읍,전호리,755,전용주(철주),37.59203339,126.7942352,031-980-2796,김포시 도로관리과,2021-02-20
926-14,1,1,고촌읍,전호리,755,전용주(철주),37.59183121,126.7937393,031-980-2796,김포시 도로관리과,2021-02-20
926-15,1,1,고촌읍,전호리,755,전용주(철주),37.59172058,126.793396,031-980-2796,김포시 도로관리과,2021-02-20
926-16,1,1,고촌읍,전호리,755,전용주(철주),37.59160614,126.793129,031-980-2796,김포시 도로관리과,2021-02-20
926-17,1,1,고촌읍,전호리,755,전용주(철주),37.5914917,126.7928238,031-980-2796,김포시 도로관리과,2021-02-20
926-18,1,1,고촌읍,전호리,755,전용주(철주),37.59134674,126.7924881,031-980-2796,김포시 도로관리과,2021-02-20
926-2,1,1,고촌읍,전호리,781,전용주(철주),37.5939827,126.7956924,031-980-2796,김포시 도로관리과,2021-02-20
926-3,1,1,고촌읍,전호리,781,전용주(철주),37.59379578,126.7958145,031-980-2796,김포시 도로관리과,2021-02-20
926-4,1,1,고촌읍,전호리,758,전용주(철주),37.59362411,126.7959213,031-980-2796,김포시 도로관리과,2021-02-20
926-5,1,1,고촌읍,전호리,758,전용주(철주),37.59343719,126.7960434,031-980-2796,김포시 도로관리과,2021-02-20
926-6,1,1,고촌읍,전호리,758,전용주(철주),37.59322357,126.7961884,031-980-2796,김포시 도로관리과,2021-02-20
926-7,1,1,고촌읍,전호리,758,전용주(철주),37.59300613,126.7962952,031-980-2796,김포시 도로관리과,2021-02-20
926-8,1,1,고촌읍,전호리,758,전용주(철주),37.59284592,126.796196,031-980-2796,김포시 도로관리과,2021-02-20
926-9,1,1,고촌읍,전호리,755,전용주(철주),37.59272003,126.7958984,031-980-2796,김포시 도로관리과,2021-02-20
927-1,1,1,고촌읍,전호리,758,전용주(철주),37.59106064,126.7963028,031-980-2796,김포시 도로관리과,2021-02-20
927-10,1,1,고촌읍,전호리,749,전용주(철주),37.59247971,126.7967606,031-980-2796,김포시 도로관리과,2021-02-20
927-11,1,1,고촌읍,전호리,759,전용주(철주),37.59275436,126.7966309,031-980-2796,김포시 도로관리과,2021-02-20
927-2,1,1,고촌읍,전호리,758,전용주(철주),37.59118271,126.7965851,031-980-2796,김포시 도로관리과,2021-02-20
927-3,1,1,고촌읍,전호리,758,전용주(철주),37.59128571,126.7968216,031-980-2796,김포시 도로관리과,2021-02-20
927-4,1,1,고촌읍,전호리,758,전용주(철주),37.59138489,126.7970352,031-980-2796,김포시 도로관리과,2021-02-20
927-5,1,1,고촌읍,전호리,758,전용주(철주),37.59147644,126.7972412,031-980-2796,김포시 도로관리과,2021-02-20
927-6,1,1,고촌읍,전호리,758,전용주(철주),37.59166718,126.7971954,031-980-2796,김포시 도로관리과,2021-02-20
927-7,1,1,고촌읍,전호리,758,전용주(철주),37.59185028,126.7971497,031-980-2796,김포시 도로관리과,2021-02-20
927-8,1,1,고촌읍,전호리,758,전용주(철주),37.59204865,126.79702,031-980-2796,김포시 도로관리과,2021-02-20
927-9,1,1,고촌읍,전호리,749,전용주(철주),37.59221649,126.7969284,031-980-2796,김포시 도로관리과,2021-02-20
928-1,1,1,고촌읍,전호리,758,전용주(철주),37.59311295,126.7963715,031-980-2796,김포시 도로관리과,2021-02-20
928-2,1,1,고촌읍,전호리,758,전용주(철주),37.59327316,126.7962646,031-980-2796,김포시 도로관리과,2021-02-20
928-3,1,1,고촌읍,전호리,758,전용주(철주),37.59347916,126.7961502,031-980-2796,김포시 도로관리과,2021-02-20
928-4,1,1,고촌읍,전호리,722,전용주(철주),37.59366608,126.7960434,031-980-2796,김포시 도로관리과,2021-02-20
928-5,1,1,고촌읍,전호리,781,전용주(철주),37.59382629,126.7959213,031-980-2796,김포시 도로관리과,2021-02-20
928-6,1,1,고촌읍,전호리,781,전용주(철주),37.59400558,126.7958374,031-980-2796,김포시 도로관리과,2021-02-20
928-7,1,1,고촌읍,전호리,781,전용주(철주),37.59416962,126.7957382,031-980-2796,김포시 도로관리과,2021-02-20
929-1,1,1,고촌읍,전호리,618-37,전용주(철주),37.59367371,126.7980652,031-980-2796,김포시 도로관리과,2021-02-20
929-10,1,1,고촌읍,전호리,618-37,전용주(철주),37.59335327,126.7983398,031-980-2796,김포시 도로관리과,2021-02-20
929-11,1,1,고촌읍,전호리,618-37,전용주(철주),37.59309006,126.7985535,031-980-2796,김포시 도로관리과,2021-02-20
929-12,1,1,고촌읍,전호리,Mar-57,전용주(철주),37.59281158,126.7987595,031-980-2796,김포시 도로관리과,2021-02-20
929-13,1,1,고촌읍,전호리,618-37,전용주(철주),37.59251404,126.7989197,031-980-2796,김포시 도로관리과,2021-02-20
929-14,1,1,고촌읍,전호리,620,전용주(철주),37.59214401,126.7990952,031-980-2796,김포시 도로관리과,2021-02-20
929-15,1,1,고촌읍,전호리,618-37,전용주(철주),37.59202576,126.7992554,031-980-2796,김포시 도로관리과,2021-02-20
929-16,1,1,고촌읍,전호리,748,전용주(철주),37.59238434,126.7990875,031-980-2796,김포시 도로관리과,2021-02-20
929-17,1,1,고촌읍,전호리,748,전용주(철주),37.59272003,126.798912,031-980-2796,김포시 도로관리과,2021-02-20
929-18,1,1,고촌읍,전호리,Apr-59,전용주(철주),37.59302139,126.7987289,031-980-2796,김포시 도로관리과,2021-02-20
929-19,1,1,고촌읍,전호리,Feb-58,전용주(철주),37.59329987,126.7985382,031-980-2796,김포시 도로관리과,2021-02-20
929-2,1,1,고촌읍,전호리,Apr-91,전용주(철주),37.59354019,126.7979431,031-980-2796,김포시 도로관리과,2021-02-20
929-20,1,1,고촌읍,전호리,May-56,전용주(철주),37.59356689,126.7984695,031-980-2796,김포시 도로관리과,2021-02-20
929-21,1,1,고촌읍,전호리,Aug-56,,37.59373093,126.7987442,031-980-2796,김포시 도로관리과,2021-02-20
929-22,1,1,고촌읍,전호리,Aug-56,전용주(철주),37.59389877,126.7990189,031-980-2796,김포시 도로관리과,2021-02-20
929-23,1,1,고촌읍,전호리,Feb-57,전용주(철주),37.59405899,126.7992706,031-980-2796,김포시 도로관리과,2021-02-20
929-24,1,1,고촌읍,전호리,Feb-57,전용주(철주),37.59414291,126.7995453,031-980-2796,김포시 도로관리과,2021-02-20
929-25,1,1,고촌읍,전호리,Feb-58,전용주(철주),37.59418869,126.7998047,031-980-2796,김포시 도로관리과,2021-02-20
929-26,1,1,고촌읍,전호리,Aug-56,전용주(철주),37.59381485,126.7982483,031-980-2796,김포시 도로관리과,2021-02-20
929-27,1,1,고촌읍,전호리,Feb-58,전용주(철주),37.59379578,126.7985229,031-980-2796,김포시 도로관리과,2021-02-20
929-28,1,1,고촌읍,전호리,Feb-58,전용주(철주),37.59395981,126.7987595,031-980-2796,김포시 도로관리과,2021-02-20
929-29,1,1,고촌읍,전호리,Feb-58,전용주(철주),37.59419632,126.7989426,031-980-2796,김포시 도로관리과,2021-02-20
929-3,1,1,고촌읍,전호리,759,전용주(철주),37.59336472,126.7975693,031-980-2796,김포시 도로관리과,2021-02-20
929-30,1,1,고촌읍,전호리,Feb-57,전용주(철주),37.59443283,126.7989807,031-980-2796,김포시 도로관리과,2021-02-20
929-31,1,1,고촌읍,전호리,Feb-58,전용주(철주),37.5946846,126.7988968,031-980-2796,김포시 도로관리과,2021-02-20
929-32,1,1,고촌읍,전호리,Feb-58,전용주(철주),37.59495926,126.7986984,031-980-2796,김포시 도로관리과,2021-02-20
929-33,1,1,고촌읍,전호리,Apr-91,전용주(철주),37.59516525,126.7985077,031-980-2796,김포시 도로관리과,2021-02-20
929-34,1,1,고촌읍,전호리,Feb-57,전용주(철주),37.59537506,126.7983093,031-980-2796,김포시 도로관리과,2021-02-20
929-35,1,1,고촌읍,전호리,Apr-91,전용주(철주),37.59562302,126.7980499,031-980-2796,김포시 도로관리과,2021-02-20
929-36,1,1,고촌읍,전호리,Apr-91,전용주(철주),37.59593964,126.7978287,031-980-2796,김포시 도로관리과,2021-02-20
929-37,1,1,고촌읍,전호리,Apr-91,전용주(철주),37.59630203,126.7977829,031-980-2796,김포시 도로관리과,2021-02-20
929-38,1,1,고촌읍,전호리,Apr-91,전용주(철주),37.59659958,126.7980652,031-980-2796,김포시 도로관리과,2021-02-20
929-39,1,1,고촌읍,전호리,781,전용주(철주),37.59661102,126.7986832,031-980-2796,김포시 도로관리과,2021-02-20
929-4,1,1,고촌읍,전호리,759,전용주(철주),37.59321213,126.7971802,031-980-2796,김포시 도로관리과,2021-02-20
929-40,1,1,고촌읍,전호리,781,전용주(철주),37.59628677,126.7990036,031-980-2796,김포시 도로관리과,2021-02-20
929-41,1,1,고촌읍,전호리,781,전용주(철주),37.59592438,126.7992249,031-980-2796,김포시 도로관리과,2021-02-20
929-42,1,1,고촌읍,전호리,781,전용주(철주),37.59563828,126.7994308,031-980-2796,김포시 도로관리과,2021-02-20
929-43,1,1,고촌읍,전호리,781,전용주(철주),37.59535217,126.7996521,031-980-2796,김포시 도로관리과,2021-02-20
929-5,1,1,고촌읍,전호리,759,전용주(철주),37.59307861,126.7968521,031-980-2796,김포시 도로관리과,2021-02-20
929-6,1,1,고촌읍,전호리,759,전용주(철주),37.59286499,126.7967758,031-980-2796,김포시 도로관리과,2021-02-20
929-7,1,1,고촌읍,전호리,759,전용주(철주),37.59300232,126.7971039,031-980-2796,김포시 도로관리과,2021-02-20
929-8,1,1,고촌읍,전호리,759,전용주(철주),37.59314346,126.7974701,031-980-2796,김포시 도로관리과,2021-02-20
929-9,1,1,고촌읍,전호리,759,전용주(철주),37.59328079,126.7978134,031-980-2796,김포시 도로관리과,2021-02-20
Jan-93,1,1,고촌읍,신곡리,1102,전용주(스텐),37.60551834,126.7752075,031-980-2796,김포시 도로관리과,2021-02-20
Oct-93,1,1,고촌읍,신곡리,1101,전용주(스텐),37.60575104,126.7729034,031-980-2796,김포시 도로관리과,2021-02-20
Nov-93,1,1,고촌읍,신곡리,1101,전용주(스텐),37.60585403,126.7727432,031-980-2796,김포시 도로관리과,2021-02-20
Dec-93,1,1,고촌읍,신곡리,1182,전용주(스텐),37.60594177,126.7726135,031-980-2796,김포시 도로관리과,2021-02-20
93-13,1,1,고촌읍,신곡리,465-12,전용주(스텐),37.60640864,126.7727205,031-980-2796,김포시 도로관리과,2021-02-20
93-14,1,1,고촌읍,신곡리,465-12,전용주(스텐),37.60630031,126.7726104,031-980-2796,김포시 도로관리과,2021-02-20
93-15,1,1,고촌읍,신곡리,464,전용주(스텐),37.6062168,126.7725229,031-980-2796,김포시 도로관리과,2021-02-20
93-16,1,1,고촌읍,신곡리,464,전용주(스텐),37.60612877,126.7724269,031-980-2796,김포시 도로관리과,2021-02-20
Feb-93,1,1,고촌읍,신곡리,1102,전용주(스텐),37.60551834,126.7750015,031-980-2796,김포시 도로관리과,2021-02-20
Mar-93,1,1,고촌읍,신곡리,1102,전용주(스텐),37.60551385,126.7747787,031-980-2796,김포시 도로관리과,2021-02-20
Apr-93,1,1,고촌읍,신곡리,1102,전용주(스텐),37.60552911,126.7745097,031-980-2796,김포시 도로관리과,2021-02-20
May-93,1,1,고촌읍,신곡리,1102,전용주(스텐),37.60553984,126.774235,031-980-2796,김포시 도로관리과,2021-02-20
Jun-93,1,1,고촌읍,신곡리,1101,전용주(스텐),37.60555267,126.7739563,031-980-2796,김포시 도로관리과,2021-02-20
Jul-93,1,1,고촌읍,신곡리,1101,전용주(스텐),37.60556412,126.7737045,031-980-2796,김포시 도로관리과,2021-02-20
Aug-93,1,1,고촌읍,신곡리,1101,전용주(스텐),37.6056633,126.7733612,031-980-2796,김포시 도로관리과,2021-02-20
Sep-93,1,1,고촌읍,신곡리,1101,전용주(스텐),37.60570908,126.77314,031-980-2796,김포시 도로관리과,2021-02-20
930-1,1,1,고촌읍,신곡리,686,전용주(철주),37.59586334,126.7807388,031-980-2796,김포시 도로관리과,2021-02-20
930-10,1,1,고촌읍,신곡리,686,전용주(철주),37.59762573,126.7798996,031-980-2796,김포시 도로관리과,2021-02-20
930-11,1,1,고촌읍,신곡리,686,전용주(철주),37.59780884,126.7799759,031-980-2796,김포시 도로관리과,2021-02-20
930-12,1,1,고촌읍,신곡리,686,전용주(철주),37.59798431,126.7800751,031-980-2796,김포시 도로관리과,2021-02-20
930-13,1,1,고촌읍,신곡리,686,전용주(철주),37.59818268,126.7801895,031-980-2796,김포시 도로관리과,2021-02-20
930-14,1,1,고촌읍,신곡리,686,전용주(철주),37.59832764,126.7803345,031-980-2796,김포시 도로관리과,2021-02-20
930-15,1,1,고촌읍,신곡리,686,전용주(철주),37.59846878,126.7804718,031-980-2796,김포시 도로관리과,2021-02-20
930-16,1,1,고촌읍,신곡리,686,전용주(철주),37.59860992,126.7806396,031-980-2796,김포시 도로관리과,2021-02-20
930-17,1,1,고촌읍,신곡리,686,전용주(철주),37.59874725,126.7808456,031-980-2796,김포시 도로관리과,2021-02-20
930-18,1,1,고촌읍,신곡리,686,전용주(철주),37.59885788,126.781044,031-980-2796,김포시 도로관리과,2021-02-20
930-19,1,1,고촌읍,신곡리,686,전용주(철주),37.59897614,126.7812347,031-980-2796,김포시 도로관리과,2021-02-20
930-2,1,1,고촌읍,신곡리,686,전용주(철주),37.5959549,126.7805557,031-980-2796,김포시 도로관리과,2021-02-20
930-20,1,1,고촌읍,신곡리,686,전용주(철주),37.59908295,126.7814331,031-980-2796,김포시 도로관리과,2021-02-20
930-3,1,1,고촌읍,신곡리,686,전용주(철주),37.59611893,126.7803421,031-980-2796,김포시 도로관리과,2021-02-20
930-4,1,1,고촌읍,신곡리,686,전용주(철주),37.5962944,126.7801514,031-980-2796,김포시 도로관리과,2021-02-20
930-5,1,1,고촌읍,신곡리,686,전용주(철주),37.59650803,126.780014,031-980-2796,김포시 도로관리과,2021-02-20
930-6,1,1,고촌읍,신곡리,686,전용주(철주),37.59671021,126.7799225,031-980-2796,김포시 도로관리과,2021-02-20
930-7,1,1,고촌읍,신곡리,686,전용주(철주),37.59688568,126.7798462,031-980-2796,김포시 도로관리과,2021-02-20
930-8,1,1,고촌읍,신곡리,686,전용주(철주),37.59711838,126.779808,031-980-2796,김포시 도로관리과,2021-02-20
930-9,1,1,고촌읍,신곡리,686,전용주(철주),37.59735107,126.7798309,031-980-2796,김포시 도로관리과,2021-02-20
931-1,1,1,고촌읍,신곡리,686,전용주(철주),37.59843063,126.7801666,031-980-2796,김포시 도로관리과,2021-02-20
931-10,1,1,고촌읍,신곡리,686,,37.59644699,126.7798309,031-980-2796,김포시 도로관리과,2021-02-20
931-11,1,1,고촌읍,신곡리,686,전용주(철주),37.59622192,126.7799606,031-980-2796,김포시 도로관리과,2021-02-20
931-12,1,1,고촌읍,신곡리,686,전용주(철주),37.59603119,126.7801361,031-980-2796,김포시 도로관리과,2021-02-20
931-13,1,1,고촌읍,신곡리,686,전용주(철주),37.59582901,126.7803955,031-980-2796,김포시 도로관리과,2021-02-20
931-14,1,1,고촌읍,신곡리,686,전용주(철주),37.59570694,126.7805939,031-980-2796,김포시 도로관리과,2021-02-20
931-15,1,1,고촌읍,신곡리,686,전용주(철주),37.59555054,126.7806931,031-980-2796,김포시 도로관리과,2021-02-20
931-16,1,1,고촌읍,신곡리,686,전용주(철주),37.59540558,126.7809601,031-980-2796,김포시 도로관리과,2021-02-20
931-17,1,1,고촌읍,신곡리,686,전용주(철주),37.59520721,126.7812576,031-980-2796,김포시 도로관리과,2021-02-20
931-18,1,1,고촌읍,신곡리,686,전용주(철주),37.59501648,126.7815475,031-980-2796,김포시 도로관리과,2021-02-20
931-19,1,1,고촌읍,신곡리,686,전용주(철주),37.59483337,126.7818298,031-980-2796,김포시 도로관리과,2021-02-20
931-2,1,1,고촌읍,신곡리,686,전용주(철주),37.59827805,126.780014,031-980-2796,김포시 도로관리과,2021-02-20
931-20,1,1,고촌읍,신곡리,686,전용주(철주),37.5946846,126.7821121,031-980-2796,김포시 도로관리과,2021-02-20
931-21,1,1,고촌읍,신곡리,686,전용주(철주),37.59456253,126.7823181,031-980-2796,김포시 도로관리과,2021-02-20
931-22,1,1,고촌읍,신곡리,686,전용주(철주),37.59441757,126.782547,031-980-2796,김포시 도로관리과,2021-02-20
931-23,1,1,고촌읍,신곡리,686,전용주(철주),37.59424591,126.7827988,031-980-2796,김포시 도로관리과,2021-02-20
931-24,1,1,고촌읍,신곡리,686,전용주(철주),37.59410477,126.7830505,031-980-2796,김포시 도로관리과,2021-02-20
931-3,1,1,고촌읍,신곡리,686,전용주(철주),37.5980835,126.7798767,031-980-2796,김포시 도로관리과,2021-02-20
931-4,1,1,고촌읍,신곡리,686,,37.59788513,126.7797928,031-980-2796,김포시 도로관리과,2021-02-20
