순번,여행지명,사진파일,위도,경도,연락처,주소,여행일,설명
207,반달가슴곰 생태학습장,http://www.welchon.com/upload/travelsub/20180621141544386.JPG,35.2435562,127.4907793,070-4458-1169,전남 구례군 마산면 화엄사로 402-25,2,반달가슴곰의 의미와 중요성을 전달하는 시설
208,화엄사/화엄숲길,http://www.welchon.com/upload/travelsub/20180621141840636.JPG,35.2573164,127.4977191,061-783-7600,전남 구례군 마산면 화엄사로 539,2,동양 제일의 목조건물인 각황전을 비롯하여 국보와 보물을 보유하고 있다. 템플스테이 프로그램을 통해 전통사찰에서의 일상과 수행자의 삶을 경험할 수도 있다.
209,화엄사,http://www.welchon.com/upload/travelsub/20180321103605427.jpg,35.2573164,127.4977191,061-782-7600,전남 구례군 마산면 화엄사로 539,1,"화엄숲길 산책, 문화재 관람 사진제공:한국관광공사"
210,사성암,http://www.welchon.com/upload/travelsub/20180321103502088.jpg,35.1801278,127.4806052,061-781-4544,전남 구례군 문척면 사성암길 303,1,사진제공 : 구례군청
211,오섬권역마을,http://www.welchon.com/upload/travelsub/20180919171937251.jpg,35.1830984,127.4700826,061-781-0036,전남 구례군 문척면 죽연1길 67,2,"오섬권역마을은 섬진강변에 위치한 아담한 마을이다. 마을에서 빌려주는 자전거를 타고 섬진강변을 따라 자전거길을 돌아보자. 마을을 둘러싼 넓은 강과 겹겹이 있는 산들이 우리를 반겨준다. 감 따기, 김부각 만들기 체험으로 가을여행의 간식거리를 마련하는 것도 좋다."
212,노고단,http://www.welchon.com/upload/travelsub/20180919171505852.jpg,35.3055869,127.5111573,061-780-7700,전남 구례군 산동면 노고단로 1068,1,노고단은 천왕봉 반야봉과 함께 지리산 3대 봉우리 중 하나로 꼽힌다. 지리산 종주의 출발지이기도 하다. 지리산 노고단에서 내려다보면 고운 빛으로 물든 붉은 단풍이 아름답다. ※ 노고단 정상 탐방 : 예약제 ※ 등산로 입구 : 성삼재주차장
213,지리산 노고단,http://www.welchon.com/upload/travelsub/20180621141107598.jpg,35.3055869,127.5111573,061-783-9106,전남 구례군 산동면 노고단로 1068,1,"천왕봉, 반야봉과 함께 지리산의 3대 주봉으로 사계절이 모두 절경인 곳"
214,"산수유마을, 산수유문화관",http://www.welchon.com/upload/travelsub/20180321103707288.jpg,35.3287633,127.4780232,061-783-1039,전남 구례군 산동면 산수유꽃길로 117,2,"산수유 문화관 관람, 산수유 꽃길 탐방 등"
215,구례자연드림파크,http://www.welchon.com/upload/travelsub/20180919171604159.jpg,35.2739046,127.4130662,070-5109-2080,전남 구례군 용방면 용산로 107-73,1,"구례자연드림파크에서는 과자, 라면, 빵 등 생산과정을 생생하게 볼 수 있다. 조물락공방에서 요리체험, 꼼지락공방에서 기념품 만들기 등 다양한 체험 프로그램이 가능하다. 판매장과 카페 등 편의시설에서는 건강하고 안전한 먹거리를 구입하고 쉬어갈 수 있다."
216,순천만국가정원,http://www.welchon.com/upload/travelsub/20180219164123268.jpg,34.9287433,127.4988406,1577-2013,전남 순천시 국가정원1호길 47 (오천동),1,
217,순천꽃마차마을,http://www.welchon.com/upload/travelsub/20180222151052221.jpg,34.9391704,127.354466,070-7795-7064,전남 순천시 낙안면 금산길 64,1,"* 추천 체험거리 : 도라지 캐기, 둥글레 캐기, 떡메치기, 압화만들기, 밤양갱만들기 등"
218,낙안읍성민속마을,http://www.welchon.com/upload/travelsub/20191008150948122.jpeg,34.9062659,127.3396625,061-749-8831,전남 순천시 낙안면 충민길 30,1,"낙안읍성 안에는 ‘낙안민속마을’이라고 하여 민속촌 있는데, 단순한 전시용 민속촌이 아니라 실제 주민들이 거주하는 지역이다. 성곽이 원형 그대로 잘 보존되고 있으며, 100채에 육박하는 초가집과 옛 성곽, 낙안군 동헌(군청)과 객사 등이 남아있고, 성 바로 옆에는 1970년대에 발행되었던 잡지 ‘뿌리깊은 나무’의 창간자 故 한창기 선생의 소장품들이 전시된 박물관이 있다. "
219,뿌리깊은나무박물관,http://www.welchon.com/upload/travelsub/20180219164040157.jpg,34.903665,127.3400081,061-749-8855,전남 순천시 낙안면 평촌3길 45,1,
220,"순천만습지(자연,생태공원)",http://www.welchon.com/upload/travelsub/20191008150811517.jpg,34.8859754,127.5068411,061-749-6052,전남 순천시 순천만길 513-25,1,"순천만은 해안하구의 자연생태계가 원형에 가깝게 보전되어 있는 곳이다. 자연적인 생태계와 국제적 희귀 조류의 월동지로 각광받고 있는데, 순천만의 S자형 수로는 우리나라 사진작가들이 선정한 10대 낙조 중 하나이기도 하다. 그리고 2000년 7월 남해안 관광벨트 개발계획 사업으로 순천만습지를 조성하여 2004년 11월부터 운영하고 있다. "
221,순천만습지,http://www.welchon.com/upload/travelsub/20180219164145596.jpg,34.8860636,127.5090056,061-749-6052,전남 순천시 순천만길 513-25 (대대동),1,
222,순천향매실마을,http://www.welchon.com/upload/travelsub/20200810171156656.jpg,,,061-754-2337,전남 순천시 월등면 계월길 138,1,순천향매실마을은 지리산과 조계산의 중간에 위치하고 바랑산에서 발원한 맑은 물이 섬진강으로 흐르는 소박하고 평범한 산골마을입니다.
223,순천 향매실마을(농촌체험휴양마을),http://www.welchon.com/upload/travelsub/20191008150841878.png,35.0620889,127.4023308,061-754-2337,전남 순천시 월등면 계월길 138,1,"순천향매실마을은 지리산과 조계산의 중간에 위치한 산골 마을이다. 지금으로부터 50여 년 전에 처음 매화나무를 심기 시작하여 현재는 약 25만 평에 이르는 드넓은 들판을 매화나무가 가득 채우고 있다. 상동, 외동, 중촌, 이문, 내동 등 5개 마을로 이루어져 있으며 중촌마을에는 당산나무인 수령 500년 생 느티나무 두 그루가 마을 입구에 서있어 마을의 오랜 역사를 말해준다. 향매실마을에서는 매실과 관련된 다양한 체험을 해볼 수 있다. "
224,임자만났네마을,http://www.welchon.com/upload/travelsub/20180726154012411.jpg,35.0870997,126.11273,061-261-0153,전남 신안군 임자면 진리길 44,1,"- 체험: 드론체험 카약체험, 갯벌체험 용난쿨 트레일러 관광, 후리그물질 등 - 식사: 백반, 회 등 - 숙박: 12인실 1, 4인실 4, 마을한옥숙박(4인실 5), 펜션(4인실 3)/ 전화예약가능 T. 061-261-0153"
225,금오도,http://www.welchon.com/upload/travelsub/20180322110338153.jpg,34.5027174,127.7720179,061-664-9133,전남 여수시 남면 금오로 985,2,비렁길 1코스 탐방
226,비렁길 자연밥상,http://www.welchon.com/upload/travelsub/20180322110424870.jpg,34.5263331,127.7352998,061-666-2662,전남 여수시 남면 금오서부로 428,2,"* 대표 메뉴 : 금오사계(닭불고기와 해산물 요리 등), 방풍한상(금오도 방풍 장아찌, 전 찌개, 양념게장 등), 방풍 장어탕, 비렁길 냉면 등 * 사진제공: 비렁길 자연밥상"
227,여수해상케이블카,http://www.welchon.com/upload/travelsub/20180322105939194.jpg,34.7305973,127.7415002,061-664-7301,전남 여수시 돌산읍 돌산로 3600-1,1,오동도 둘러보기 등 케이블카 이동
228,향일암,http://www.welchon.com/upload/travelsub/20180322110322759.jpg,34.5937851,127.8030056,061-644-4742,전남 여수시 돌산읍 향일암로 60,2,"일출보기, 금오산 산행 등"
229,갓고을마을,http://www.welchon.com/upload/travelsub/20180322110255903.jpg,34.6398893,127.7868783,061-644-6100,전남 여수시 돌산읍 향일암로 913,1,"* 추천 체험거리 : 갓김치 만들기, 갯벌체험, 방울토마토, 천연비누 만들기 등"
230,왕인박사마을,http://www.welchon.com/upload/travelsub/20190403155701844.jpg,34.7614799,126.6275723,061-472-0939,전남 영암군 군서면 구림로 57-15,1,
231,월인당,http://www.welchon.com/upload/travelsub/20180621143418555.jpg,34.7780294,126.6121904,061-471-7675,전남 영암군 군서면 모정1길 37-15,1,홍련이 아름다운 시골 마을에서 체험하는 한옥민박
232,왕인박사유적지,http://www.welchon.com/upload/travelsub/20180621143539273.JPG,34.7559634,126.6309795,061-470-6643,전남 영암군 군서면 왕인로 440,2,"왕인의 자취를 복원해 놓은 곳. 사당을 비롯한 집터, 정자, 전시관 등이 있다."
233,신유토마을,http://www.welchon.com/upload/travelsub/20200701203746949.jpg,37.819833,126.801512,,전남 영암군 금정면 유토길 102,1,
234,전라남도농업박물관,http://www.welchon.com/upload/travelsub/20180621142356363.jpg,34.7761392,126.4577732,061-462-2796,전남 영암군 삼호읍 녹색로 653-11,1,"농경문화관, 남도 생활민속관, 쌀 문화관, 농경문화체험, 남도음식체험"
235,기찬랜드,http://www.welchon.com/upload/travelsub/20180621143757396.jpg,34.7909383,126.6857732,061-471-8500,전남 영암군 영암읍 기찬랜드로 41-13,2,"물놀이장, 가야금테마공원, 기찬묏길(도갑사방향, 천황사방향), 펜션"
236,기찬묏길,http://www.welchon.com/upload/travelsub/20180621143637054.jpg,34.7916737,126.6842717,061-470-2396,전남 영암군 영암읍 기찬랜드로 42,2,월출산 둘레길로 조성해놓은 산책로
237,독천식당,http://www.welchon.com/upload/travelsub/20180621143213909.jpg,34.7247596,126.5670429,061-472-4222,전남 영암군 학산면 독천로 162-1,1,낙지연포탕과 갈낙탕을 처음으로 개발해 상품화한 곳으로서 35년 전통을 이어오고 있는 식당
238,신학마을,http://www.welchon.com/upload/travelsub/20190702105920592.jpg,34.385995,126.646552,061-554-0345,전남 완도군 군외면 원동1길 8,1,"완도대교부터 명품해안도로를 따라가다가 완도읍에 들어서 첫 관문에 위치한 마을로서, 특산물로는 김, 미역, 다시마, 멸치, 전복, 비파 등이 있다.  "
239,백양사,http://www.welchon.com/upload/travelsub/20191008145640290.jpg,35.439208,126.8810435,061-392-7502,전남 장성군 북하면 백양로 1239 ,1,"백양사는 대한불교조계종 제18교구 본사이며 40여 개의 사찰을 관할한다. 가을 백암산 전체를 물들이는 백양사 애기단풍은 백양사의 자랑이자 마스코트이며, 하늘높이 솟아있는 백암산 학봉의 기암괴석은 보는 이로 하여금 그 기상과 기운을 한껏 느낄 수 있게 해준다. "
240,방촌유물전시관,http://www.welchon.com/upload/travelsub/20180123173942588.jpg,34.5509898,126.9432526,061-860-0529,전남 장흥군 관산읍 장흥대로 1645,1,"주소 : 전남 장흥군 관산읍 방촌리 650-3 전화 : 061-860-0529 입장료 : 무료  이용시간 : 동절기(11월~2월) : 09:00 ~ 17:00 / 하절기(3월~10월) : 09:00 ~ 18:00 휴무일 : 매주 월요일, 1월 1일, 설날, 추석"
241,편백숲승마장,http://www.welchon.com/upload/travelsub/20180123174118880.jpg,34.6697927,126.9450633,061-863-0013,전남 장흥군 안양면 우드랜드길 298,1,"체험 프로그램 : 체험학습 및 승마교실, 말타기, 말 먹이주기, 꽃마차타기, 힐링 리더쉽 프로그램 등"
242,정남진 편백숲 우드랜드,http://www.welchon.com/upload/travelsub/20180124095233759.jpg,34.6695702,126.9336549,061-864-0063,전남 장흥군 장흥읍 우드랜드길 180,1,"* 추천 체험거리 : 산림치유 프로그램, 숲해설 프로그램, 유아숲 체험 프로그램 * 소재지 : 전라남도 장흥군 장흥읍 우드랜드길 180 * 문의 : 061-864-0063, http://www.jhwoodland.co.kr * 사진 : 장흥군청"
243,이청준 생가,http://www.welchon.com/upload/travelsub/20180123173845872.jpg,34.4724588,126.920219,061-863-7071,전남 장흥군 회진면 진목1길 9-3,1,입장료 : 무료   
244,영암금호방조제,http://www.welchon.com/upload/travelsub/20180621142900446.jpg,34.7169531,126.3822028,,전남 해남군 산이면 관광레저로 2061,1,갈치낚시
245,벽골제민속유물전시관,http://www.welchon.com/upload/travelsub/20190829121756767.jpg,35.7548732,126.8505495,063-540-4989,전라북도 김제시 부량면 신용리 119-1,1,"벽골제 민속유물전시관은 국가사적 111호 고대 최대의 수리시설 벽골제의 역사적 의의 및 발굴경과와 수리와 차수의 역사 및 전래 농경 도구와 농경문화, 오래된 고을 김제를 주제로 하여 전시를 구현하였다. 총4개의 전시실로 꾸며져 있으며 농경 및 민속유물 3,000여점 등이 있다. 급속한 현대화의 과정에서 유실한 전통농경 사회의 기억과 경험, 그리고 사적 벽골제를 만날 수 있는 교육공간이다.   - 주소 : 전라북도 김제시 부량면 신용리 119-1  - 시간 : 09:00~18:00  - 요금 : 대인 3천원, 청소년 2천원, 어린이 1천원  - 문의 : 063-540-4989 / www.tour.gimje.go.kr "
246,고창 고인돌유적지,http://www.welchon.com/upload/travelsub/20180621135137974.jpg,35.4416263,126.65235,063-560-8666,전북 고창군 고창읍 고인돌공원길 74,2,"국내 최대 규모의 고인돌군인 고창 지석묘군, 체험실습장, 야외무대, 묘제변천전시장"
247,고창읍성,http://www.welchon.com/upload/travelsub/20180621134946062.JPG,35.4316122,126.7042085,063-560-8067,전북 고창군 고창읍 모양성로 1,2,"순천의 낙안읍성, 서산의 해미읍성과 함께 국내 3대 읍성으로, 이 중에서도 가장 아름다운 읍성으로 꼽히는 곳"
248,학원농장,http://www.welchon.com/upload/travelsub/20180621134056238.PNG,35.3761041,126.5436202,063-564-9897,전북 고창군 공음면 학원농장길 158-6,1,계절별 축제와 이벤트가 있는 관광농원
249,미당시문학관,http://www.welchon.com/upload/travelsub/20180621134253516.jpg,35.5355899,126.609925,063-560-8058,전북 고창군 부안면 질마재로 2-8,2,"육필원고와 작품집, 미당 초상화, 유품 등 전시. 미당 서정주의 생가를 복원하여 보존하고 있다."
250,구시포해수욕장,http://www.welchon.com/upload/travelsub/20180621133015131.JPG,35.4372647,126.4416266,,전북 고창군 상하면 고리포길,1,가막도와 아름다운 전경이 펼쳐진 천연 피서지
251,상하농원,http://www.welchon.com/upload/travelsub/20180621133812040.jpg,35.4477459,126.4504279,063-1522-3698,전북 고창군 상하면 상하농원길 11-23,1,"산과 들, 꽃, 풀 자연과 어우러진 이국적인 풍광과 각종 체험·견학프로그램"
252,선운사,http://www.welchon.com/upload/travelsub/20180621134351557.JPG,35.4976972,126.5795156,063-561-1422,전북 고창군 아산면 선운사로 250,2,"오랜 역사와 빼어난 자연경관, 소중한 불교문화재들"
253,책마을해리,http://www.welchon.com/upload/travelsub/20180817102848893.jpg,35.4700476,126.4832763,070-4175-0914,전북 고창군 해리면 월봉성산길 88,1,"▶ 체험  나만의 책 만들기, 한지 만들기, 건강 간식 만들기, 그림책 버튼 체험 등 ▶ 식사  백반(50명 단위로 배식) ▶ 숙박  단체실(20인, 1개), 가족단위실(4~5인, 2인1실, 7개) / 전화예약가능 T.070-4175-0914"
254,금산사,http://www.welchon.com/upload/travelsub/20190829121425782.jpg,35.723247,127.0515842,063-548-4441,전북 김제시 금산면 모악15길 1,1,"금산사는 왕실의 번영을 기원하는 사찰로 백제시대 창건되었다고 알려져 있다. 후백제를 세운 견훤이 유폐된 절이기도 하다. 이 절은 석가모니불을 모신 대웅전이 없는 대신 미륵불을 모신 미륵전이 있는 것으로 유명합니다. 미륵전은 국보 제63호이기도 한 미륵전은 나무로 지어진 3층 건물로, 내부는 하나의 공간으로 통해 있고 높이가 12m에 이르는 거대한 미륵입상이 있다.   - 주소 : 전북 김제시 금산면 모악15길 1  - 요금 : 대인 3천원, 청소년 2천원, 어린이 1천원  - 문의 : 063-548-4441"
255,삶의향기(농가맛집),http://www.welchon.com/upload/travelsub/20190829121604534.jpg,35.6993336,126.9942045,063-543-2325,전북 김제시 금산면 원평1길 190-14,1,"농가맛집인 ‘삶의향기’는 김제시 농가맛집 1호점인 삶의 향기는 김제의 너른 지평선이 선사한 귀한 농산물과 소박한 정성을 함께 담아 건강에 보탬이 되는 음식을 제공하고 있다. 농민이 직접 재배한 식재료를 사용하고 김제시의 특산물로 지역의 향토음식을 소개하고 계승하는 식문화공간이다. 방문 하루 전 예약은 필수이며, 김제시만의 향토음식을 삶의 향기에서 즐겨 볼 수 있다.   - 주소 : 전북 김제시 금산면 원평1길 190-14   - 시간 : 11:00~19:00  - 문의 : 063-543-2325 / 하루 전 예약 필수  - 식사 : 장수밥상(2만5천원), 굴비밥상(3만원), 너른들명품밥상(3만5천원) 최소인원 12명 이상 "
256,벽골제마을,http://www.welchon.com/upload/travelsub/20190829122151227.jpg,35.7425269,126.8297321,063-546-9432,전북 김제시 부량면 벽골제로 379,1,"벽골제마을은 김제시 부량면에 있는 신평, 복촌, 포교, 상방, 하방, 금화, 후포, 용골 8개 마을이 포함되어 있으며, 가장 오래되고 가장 규모가 큰 고대 저수지 벽골제가 마을 옆에 있다. 마을에는 벽골제를 지키려 희생했던 단야의 이야기가 전해져 온다. 단야의 정신을 계승하기 위해 '쌍용놀이'를 이어가고 있으며 쌍용놀이는 1975년 9월 제16회 전국민속예술경연대회에서 민속놀이 부문 최우수상인 문공부장관에 이어 1976년 6월 지방 민속자료 제10호로 지정받았다. 마을 앞뒤로 드넓게 펼쳐지는 논은 여름에는 푸르름을, 가을에는 황금빛 물결을 선사하고 소설 '아리랑'의 실제 배경이 되는 지역이며 '아리랑'의 기획 및 지필과정을 한눈에 볼 수 있는 아리랑문학관이 지척에 있다.  [벽골제마을 소개] - 농촌체험휴양마을 * 추천 체험거리 : 먹거리(쌀떡케이크, 쌀클레이, 쌀피자, 떡볶이) 7~15천원, 만들기(비누, 머그컵, 화분), 7~10천원, 농경문화(표고버섯, 곤충, 전통놀이) "
257,김제지평선축제,http://www.welchon.com,35.752954,126.8502343,063-540-3035,전북 김제시 부량면 벽골제로 442,1,"김제지평선축제는 올해 제21회째로 열리는 행사이며 하늘과 땅이 만나는 오직 한 곳! 드넓은 ‘지평선’을 배경으로 펼쳐지는 축제이다. 총5개 분야 66개 프로그램이 있으며 “웃음가득, 오감만족” 연인에겐 특별한 순간을! 아이들에겐 소중한 추억을! 어른들에겐 아른한 향수를! 경험 할 수 있다.   - 일정 : 9.27(금)~10.06(일) 10:00~20:00  - 주소 : 김제시 부량면 벽골제로442(신요리119-1)  - 요금 : 무료  - 문의 : 063-540-3035~3038"
258,요천,http://www.welchon.com/upload/travelsub/20180320160510921.jpg,35.3884234,127.3916658,063-632-1330,전북 남원시 목공예길 10-8 (어현동),1,사진출처:남원시청
259,남원역(폐역),http://www.welchon.com/upload/travelsub/20180321173914578.jpg,35.4101857,127.385128,063-632-1330,전북 남원시 비석길 128-20 (동충동),1,
260,춘향테마파크,http://www.welchon.com/upload/travelsub/20180320160439653.jpg,35.4017971,127.3870909,063-620-5799,전북 남원시 양림길 14-9 (어현동),1,
261,할매추어탕,http://www.welchon.com/upload/travelsub/20180320160453531.jpg,35.4033424,127.3820297,063-632-0535,전북 남원시 요천로 1467 (쌍교동),1,
262,달오름마을,http://www.welchon.com/upload/travelsub/20180320160811308.jpg,35.4568908,127.5926086,063-635-2231,전북 남원시 인월면 인월서길 42,1,"* 추천 체험거리 : 달떡 만들기, 야콘한과 만들기, 봄나물 캐기 등"
263,지리산나들락마을,http://www.welchon.com/upload/travelsub/20190219090437975.jpg,35.3923373,127.4466892,063-634-6655,전북 남원시 주천면 정령치로 101-16,1,"▶ 체험  다식 만들기, 천연 염색, 부추차 만들기, 매실청 담그기, 오미자청 담그기 등 ▶ 식사  제철 식재료 활용 시골밥상 ▶ 숙박  5인실 5, 1인실 1, 바비큐 시설 제공 / 예약 T. 063-634-6655"
264,무주반디랜드,http://www.welchon.com/upload/travelsub/20180129150214304.jpg,36.0131923,127.7587423,063-324-1155,전북 무주군 설천면 무설로 1324,1,"운영시간 : 하절기(3~10월) 09:00~18:00                   동절기(11~2월) 09:00~17:00                   ※ 매표시간 - 관람시간 종료 1시간 전까지 입장료 : 곤충박물관 성인 5,000원, 단체 4,000원 (20명 이상)               천문과학관 성인 3,000원 단체 2,400원 (25명 이상) 사진출처 : 한국관광공사"
265,태권도원,http://www.welchon.com/upload/travelsub/20180123171552194.JPG,36.0093947,127.77865,063-320-0114,전북 무주군 설천면 무설로 1482,2,운영시간 : 하절기(3월~10월): 화~금 10:00~18:00 / 주말·공휴일 10:00 ~ 19:00                  동절기(11월~2월): 화~금 10:00~17:00 / 주말·공휴일 10:00 ~ 18:00
266,호롱불마을,http://www.welchon.com/upload/travelsub/20180123171524955.JPG,36.0171073,127.7141302,063-322-8001,전북 무주군 설천면 무설로 682,1,"* 추천 체험 거리 : 도자기공예 체험, 떡메치기 등 * 소재지 : 전라북도 무주군 설천면 무설로 682  * 문의 : 063-322-8001, http://hrbul.invil.org/index.html"
267,명천물숲마을,http://www.welchon.com/upload/travelsub/20200811171526495.jpg,,,063-323-1132,전북 무주군 안성면 원통사로 294,1,농촌관광분야 으뜸촌으로 지정되어 있는 마을로 70년된 소나무군락지와 덕유산 맑은 계곡이 흐르는 아름다운 마을이다. 아름다운 숲 전국대회에서 공존상을 수상한 소나무 숲에서 피톤치드를 마시며 캠핑과 숲속 체험이 가능한 곳이기도 하다. 또한 덕유산에서 흐르는 자연 물놀이장이 있어 여름에는 송어잡기 축제를 진행하고 겨울에는 얼음 썰매장을 운영하기도 한다.
268,초리넝쿨마을,http://www.welchon.com/upload/travelsub/20200102134804962.JPG,35.9814681,127.6985967,,전북 무주군 적상면 초리길 6,1,"추억의 간식거리와 다양한 썰매, 와이어 줄타기 등  올해부터 시작하는 야간개장까지! 겨울농촌의 향수를 느껴보자! ※ 초리꽁꽁놀이축제(19.12.21~20.2.2) "
269,순창고추장익는마을,http://www.welchon.com/upload/travelsub/20201026131232160.jpg,,,063-653-7117,전북 순창군 구림면 산내길 38,1,임금님께 진상하던 전통 고추장 맛보러 지금 떠나보세요
270,내장산국립공원,http://www.welchon.com/upload/travelsub/20191008145001462.JPG,35.4933395,126.9256669,063-538-7875,전북 순창군 복흥면 내장산로 936,1,정읍시 남쪽에 자리 잡고 있는 내장산은 순창군과 경계를 이루는 해발 600~700m급의 기암괴석이 말발굽의 능선을 그리고 있는 형태다. 산 안에 숨겨진 것이 무궁무진하다하여 내장(內藏)산이라고 불리게 되었고 [호남의 금강]이라 불리기도 한다. 예로부터 조선8경의 하나로 이름나 있으며 가을철이면 단풍 구경을 온 행랑객들로 붐빈다. 
271,오복마을,http://www.welchon.com/upload/travelsub/20180430181552996.jpg,36.0180391,127.2537447,063-263-5555,전북 완주군 경천면 오복대석길 45,1,정읍시 남쪽에 자리 잡고 있는 내장산은 순창군과 경계를 이루는 해발 600~700m급의 기암괴석이 말발굽의 능선을 그리고 있는 형태다. 산 안에 숨겨진 것이 무궁무진하다하여 내장(內藏)산이라고 불리게 되었고 [호남의 금강]이라 불리기도 한다. 예로부터 조선8경의 하나로 이름나 있으며 가을철이면 단풍 구경을 온 행랑객들로 붐빈다. 
272,창포마을,http://www.welchon.com/upload/travelsub/20180522205820833.jpg,35.9873537,127.2590009,063-261-7373,전북 완주군 고산면 대아저수로 385,1,"- 체험 : 다듬이공연&체험, 창포샴푸 만들기, 창포물에 머리감기, 떡갈비 버거 만들기 등 - 주변 관광지 : 대아수목원, 고산자연휴양림, 놀토피아, 고산미소시장 등 - 숙박 : 황토방(4인실 4, 세미나실+방 2) / 전화예약가능 T. 063-261-7373"
273,산들강웅포마을,http://www.welchon.com/upload/travelsub/20200914140614095.jpg,,,063-861-6627,전북 익산시 웅포면 강변로 284,1,
274,강변사리마을,http://www.welchon.com/upload/travelsub/20190502165147833.jpg,35.4957407,127.190327,,전북 임실군 덕치면 강동로 865-20,1,
275,학정마을,http://www.welchon.com/upload/travelsub/20190121162951677.jpg,35.4928341,127.2233943,063-644-8821,전북 임실군 삼계면 학정3길 46,1,"▶ 체험  엿만들기, 생활공예, 전통놀이, 마카롱 비누 만들기, 팔찌 만들기 등 ▶ 식사  돼지고기, 생선, 지역농산물을 활용한 시골밥상 및 백숙, 닭볶음탕 ▶ 숙박  펜션 30평형 1개동, 20평형 2개동 / 전화예약가능 T.063-644-8821"
276,임실치즈테마파크,http://www.welchon.com/upload/travelsub/20171219162842507.jpg,35.6331058,127.3012245,063-643-2300,전북 임실군 성수면 도인2길 50,1,"입장료 : 무료  이용시간 : 09:00 - 18:00 휴무일 : 둘째, 넷째주 월요일 체험 프로그램 : 임실N치즈 만들기, 쌀피자 만들기, 천연비누만들기, 퐁듀등 치즈요리 만들기 등    ※코스에 따라 체험비 유료, 홈페이지를 통해 예약가능 "
277,성수산,http://www.welchon.com/upload/travelsub/20171219162905494.jpg,35.6374343,127.4053367,063-640-2641,전북 임실군 성수면 성수산길 373,1,[ 상이암 ] 주 소 : 전북 임실군 성수면 성수산길 658 전화 : 063-642-6263 휴무일 : 연중무휴  체험 프로그램 : 나무판에 소원 적기
278,임실치즈마을,http://www.welchon.com/upload/travelsub/20171219162815820.jpg,35.6362587,127.2946935,063-643-3711,전북 임실군 임실읍 치즈마을1길 4,1,"* 농촌체험휴양마을 & 6차산업인증업체 * 추천 체험 거리 : 모짜렐라 체험, 윷가락 치즈가락 체험, 라지피자 만들기 체험"
279,원색장마을,http://www.welchon.com/upload/travelsub/20181024113544906.jpg,35.8004052,127.1891934,063-284-3232,전북 전주시 완산구 바람쐬는길 330 (색장동),1,"▶ 체험  김치 담그기, 자전거 타기, 쿠키 만들기, 배 수확, 다육이 심기, 에코백 만들기 등 ▶ 식사  버섯전골, 버섯불고기, 신메뉴(닭백숙, 묵은지닭볶음), 단품메뉴, 계절메뉴, 커피 등 ▶ 숙박  4인실(최대 5인, 8만 원) 5개, 6인실(최대 8인, 10만 원) 1개 / 전화예약가능 T.063-284-3232"
280,원연장마을,http://www.welchon.com/upload/travelsub/20181219182828958.jpg,35.7713169,127.3784742,063-433-2022,전북 진안군 진안읍 거북바위로,1,"이튿날은 농촌마을 체험으로 진안 여행 일정을 특별하게 마무리 할 수 있다. 원연장마을은 봄철 꽃잔디, 여름철 연꽃으로 유명한 마을이다. 겨울에는 마을의 특색을 담은 다양한 체험이 가능하다. 연꽃등 만들기, 화(花)관 만들기 등 마음에 드는 체험을 선택하여 공예품을 만들어 집에 가져갈 수 있다. 마지막으로 마을 식당에서 지역 농산물로 만든 건강한 연잎밥을 먹고 1박2일 일정을 든든하게 마무리하자."
281,마이산(탑사),http://www.welchon.com/upload/travelsub/20181219182629758.jpg,35.7754594,127.4178702,,전북 진안군 진안읍 마이산로 130,1,"말의 귀 모습과 닮았다고 하여 이름 붙여진 마이산은 2003년에는 명승 제12호 국가지정문화재로 지정되었다. 바람과 물의 압력으로 생성된 마이산의 기괴한 모양의 암벽들은 눈과 만나 절경을 만들어낸다. 마이산 탑사가 위치한 골짜기는 제각기 다른 80여 기의 돌탑들이 빼곡하게 자리를 채우고 있다. 탑사에 들어서는 순간 탄성이 절로 나온다. 남부주차장에서 탑사까지 왕복 1시간 정도 걸린다. 트레킹 코스를 한 바퀴 돌아볼 경우 3시간 정도 소요된다. 또한 ‘미슐랭 그린가이드’에 소개되어 별점 3개 만점을 받았다. 주차료 : 2,000원, 입장료 : 3,000원"
282,진안홍삼스파앤빌,http://www.welchon.com/upload/travelsub/20181219182741500.jpg,35.7761379,127.4175289,,전북 진안군 진안읍 외사양길 16-10,1,"진안홍삼스파는 마이산과 20분 거리에 위치하여 마이산 방문 후 쌓인 피로를 풀기에 제격이다. 홍삼 한방 SPA로 건강 목적형 시설을 갖추고 있고 체계적인 힐링 프로그램을 운영한다. 노천스파, 버블스파, 스톤스파, 사운드플로팅 등 다양한 스파를 체험할 것을 추천한다.  스파 이후에는 홍삼빌 호텔에서 묵으며 휴식을 취하자. - 스파 이용요금 : 성인 43,000원 / 소인 34,000원 등 - 스파 이용방법 : 수영복, 수영모 착용 필수"
283,의귀리마을,http://www.welchon.com/upload/travelsub/20200701200534754.jpg,33.310588,126.7136,064-764-7208,제주특별자치도 서귀포시 남원읍 한신로 207,1,
284,신풍리마을,http://www.welchon.com/upload/travelsub/20201026114531881.jpg,,,064-782-7445,제주특별자치도 서귀포시 성산읍 신풍하동로 37,1,"온전하게 남아 있는 전통문화와 자연환경, 새롭고 풍요로운 마을에서 즐거운 농촌여행"
