사업장명,전화번호,소재지면적,지번주소,도로명주소,위생업태명,시설총규모,영업상태명,폐업일자,위도,경도
일미리금계찜닭 진영점,055-346-7650,115.45,경상남도 김해시 진영읍 진영리 265-1 1층,"경상남도 김해시 진영읍 진영로 132, 1층",한식,115.45,영업/정상,,35.3032462900 ,128.7273147000 
사시미선생,055-322-3392,59.4,경상남도 김해시 내동 132-6 1층,"경상남도 김해시 금관대로1365번길 4-8, 1층 (내동)",횟집,59.4,영업/정상,,35.2449284400 ,128.8662723000 
나도양곱창,055-337-1333,66.49,,"경상남도 김해시 주촌면 선지로46번길 4, 1층",기타,66.49,영업/정상,,,
테스,055-335-8883,50,경상남도 김해시 삼방동 183-1 A동 1층,"경상남도 김해시 활천로267번길 6-30, A동 1층 (삼방동)",정종/대포집/소주방,50,영업/정상,,35.2442430300 ,128.9092597000 
한국식당아구찜,,54.9,경상남도 김해시 내동 132-15 1층,"경상남도 김해시 금관대로 1375, 1층 (내동)",한식,54.9,영업/정상,,35.2453585500 ,128.8666285000 
역전할머니맥주 김해주촌점,055-321-2655,96.1,경상남도 김해시 주촌면 선지리 986-1 1층,"경상남도 김해시 주촌면 선지로46번길 5-9, 1층",정종/대포집/소주방,96.1,영업/정상,,35.2305197200 ,128.8439604000 
본도시락 김해율하점,055-322-4282,54.6,경상남도 김해시 율하동 1375-2,"경상남도 김해시 율하2로 224, 1층 (율하동)",한식,54.6,영업/정상,,35.1738095300 ,128.8207907000 
샐러드랩(Saladlab),,36.72,경상남도 김해시 어방동 1129-20 극동상가빌라 3차 1층 102호,"경상남도 김해시 인제로 113, 극동상가빌라 3차 1층 102호 (어방동)",한식,36.72,영업/정상,,35.2386481900 ,128.9040773000 
소담푸드,,12,경상남도 김해시 율하동 1341-2 207호,"경상남도 김해시 율하3로 15, 2층 207호 (율하동)",한식,12,영업/정상,,35.1700714700 ,128.8123660000 
박카스,055-338-8644,143.78,경상남도 김해시 외동 1252-1 4층 401호,"경상남도 김해시 내외로 80, 4층 401호 (외동)",호프/통닭,143.78,영업/정상,,35.2344299900 ,128.8658748000 
인생샷,070-513-5700,31.18,경상남도 김해시 대청동 62-4 다이아몬드빌딩 108호,"경상남도 김해시 번화1로80번길 9, 다이아몬드빌딩 108호 (대청동)",정종/대포집/소주방,31.18,영업/정상,,35.1948942000 ,128.8005233000 
폴인커피앤까르떼,055-311-3654,103,경상남도 김해시 부곡동 1163-6 선우빌딩,"경상남도 김해시 월산로 13-25, 선우빌딩 1층 102호 (부곡동)",경양식,103,영업/정상,,35.2009628600 ,128.8110158000 
델라고,,126.62,경상남도 김해시 진례면 신안리 1050 1층,"경상남도 김해시 진례면 평지길 273, 1층",기타,126.62,영업/정상,,35.2232605500 ,128.7324649000 
축산명가,055-345-3119,134.64,"경상남도 김해시 진영읍 여래리 968-3 1층,101,102호","경상남도 김해시 진영읍 본산로 23-9, 1층 101,102호",식육(숯불구이),134.64,영업/정상,,35.3073518300 ,128.7370283000 
또래오래 김해한림점,,66.6,경상남도 김해시 한림면 장방리 1325-18,경상남도 김해시 한림면 한림로 385,호프/통닭,66.6,영업/정상,,35.3218152100 ,128.8026654000 
공간311,1522-3662,122.41,경상남도 김해시 대청동 311-12,경상남도 김해시 번화1로20번길 31 (대청동),기타,122.41,영업/정상,,35.1906143200 ,128.8043245000 
루이루11카페(cafe),,111.34,경상남도 김해시 삼문동 87-5,경상남도 김해시 능동로37번길 6 (삼문동),경양식,111.34,영업/정상,,35.1973127700 ,128.7973735000 
꾸버찌 장유점,055-323-9942,44.84,경상남도 김해시 장유동 825-1 외  1필지 113호,"경상남도 김해시 율하6로 62, 113호 (장유동)",정종/대포집/소주방,44.84,영업/정상,,35.1723848400 ,128.8235099000 
족발상회,,14.73,경상남도 김해시 율하동 1341-2 211호,"경상남도 김해시 율하3로 15, 211호 (율하동)",한식,14.73,영업/정상,,35.1700714700 ,128.8123660000 
가든쿡파스타&청년돈까스,,67.5,경상남도 김해시 어방동 362-20 1층,"경상남도 김해시 인제로 131, 1층 (어방동)",한식,67.5,영업/정상,,35.2403167900 ,128.9039420000 
삼계식당,,54.14,경상남도 김해시 삼계동 1486-4 삼계위너스타운 904호,"경상남도 김해시 가야로 183, 삼계위너스타운 9층 904호 (삼계동)",한식,54.14,영업/정상,,35.2611647300 ,128.8722370000 
인생닭강정 (삼계점),055-333-3359,24.36,경상남도 김해시 삼계동 1462-9 스카이 빌딩 1층 104호,"경상남도 김해시 해반천로144번길 35-41, 스카이 빌딩 1층 104호 (삼계동)",호프/통닭,24.36,영업/정상,,35.2632038100 ,128.8707203000 
공만치킨&모퉁이테이블(김해연지공원점),055-311-0216,59.4,경상남도 김해시 구산동 1069-8 1층,"경상남도 김해시 구산로39번길 7, 1층 (구산동)",경양식,59.4,영업/정상,,35.2496986000 ,128.8722898000 
오구돈,055-328-3228,93.48,경상남도 김해시 내동 1104-5 1층,"경상남도 김해시 내외로11번길 7-4, 1층 (내동)",한식,93.48,영업/정상,,35.2369633100 ,128.8595075000 
비오동,055-324-5003,158.64,경상남도 김해시 관동동 1077-4,경상남도 김해시 관동로 58 (관동동),경양식,158.64,영업/정상,,35.1772196500 ,128.8096816000 
배떡 인제대점,,84.28,경상남도 김해시 어방동 400-1 3층 A동,"경상남도 김해시 인제로 139, A동 3층 (어방동)",분식,84.28,영업/정상,,35.2406146300 ,128.9038904000 
조개반장,070-737-1814,273.72,경상남도 김해시 부곡동 1160 뉴코아휘트니스빌딩 201호,"경상남도 김해시 능동로155번길 8, 뉴코아휘트니스빌딩 201호 (부곡동)",한식,273.72,영업/정상,,35.2030928300 ,128.8079290000 
너와나의공간,,38.7,경상남도 김해시 외동 1204-11 1층,"경상남도 김해시 함박로31번길 3-14, 1층 (외동)",한식,38.7,영업/정상,,35.2341133900 ,128.8571812000 
새벽수산회해산물센터,,67.6,경상남도 김해시 주촌면 선지리 990-11 1층,"경상남도 김해시 주촌면 선천남로 109, 1층",횟집,67.6,영업/정상,,35.2280148800 ,128.8450988000 
남자닭게구운닭보쌈 외동점,055-313-7716,34.82,경상남도 김해시 외동 1261-1 동일아파트상가 109호,"경상남도 김해시 함박로 164, 동일아파트상가 1층 109호 (외동)",한식,34.82,영업/정상,,35.2324686200 ,128.8716326000 
로얄,,126.96,경상남도 김해시 진영읍 진영리 1727-2 3층,"경상남도 김해시 진영읍 장등1로 53, 3층",호프/통닭,126.96,영업/정상,,35.3142981100 ,128.7405446000 
배떡 김해진영점,055-343-1236,49.98,경상남도 김해시 진영읍 진영리 1596-9 1층,"경상남도 김해시 진영읍 진산대로26번길 14-20, 1층",한식,49.98,영업/정상,,35.3077173700 ,128.7257933000 
상아루,055-337-2828,128.6,경상남도 김해시 율하동 1379-6,경상남도 김해시 율하2로222번길 37 (율하동),중국식,128.6,영업/정상,,35.1743928000 ,128.8211808000 
참세족발,055-328-5989,48.36,경상남도 김해시 관동동 1088-3,"경상남도 김해시 관동로 83, 1층 (관동동)",한식,48.36,영업/정상,,35.1774451200 ,128.8123517000 
도네누 직구삼,055-312-7999,55,경상남도 김해시 삼문동 521 나동,"경상남도 김해시 삼문로 89, 나동 1층 (삼문동)",식육(숯불구이),55,영업/정상,,35.1918644900 ,128.8087950000 
몽찌카츠,055-337-0135,121.46,경상남도 김해시 관동동 1101-8,경상남도 김해시 율하카페길 81-11 (관동동),일식,121.46,영업/정상,,35.1765917200 ,128.8132544000 
다원초밥,055-335-1505,25.66,경상남도 김해시 삼정동 197-6 1층,"경상남도 김해시 활천로36번길 41, 1층 (삼정동)",일식,25.66,영업/정상,,35.2330382500 ,128.8972584000 
동명한식당,,27.86,경상남도 김해시 주촌면 내삼리 403-2 1층,"경상남도 김해시 주촌면 서부로1541번길 97-8, 1층",한식,27.86,영업/정상,,35.2375206900 ,128.8128304000 
우화한식당,055-337-5999,89.6,경상남도 김해시 생림면 마사리 1556-1 1층,"경상남도 김해시 생림면 마사로 443, 1층",한식,89.6,영업/정상,,35.3722989200 ,128.8244937000 
본스분식,055-723-2280,47.25,경상남도 김해시 장유동 594 김해율하2엘에이치아파트1단지 상가동 102호,"경상남도 김해시 율하5로 46-5, 김해율하2엘에이치아파트1단지 상가동 102호 (장유동)",분식,47.25,영업/정상,,35.1635947800 ,128.8289754000 
브이아이피(vip)김밥,055-323-3737,38.06,경상남도 김해시 부원동 615-10 1층,"경상남도 김해시 호계로 414, 1층 (부원동)",김밥(도시락),38.06,영업/정상,,35.2274812800 ,128.8856295000 
밥묵자 컴퍼니,,12.09,경상남도 김해시 삼계동 1462-6 401호일부,"경상남도 김해시 해반천로144번길 35-27, 401일부호 (삼계동)",한식,12.09,영업/정상,,35.2624910500 ,128.8708115000 
아마레,055-327-6812,103.62,경상남도 김해시 장유동 835-3,경상남도 김해시 율하뜰천길 17 (장유동),경양식,103.62,영업/정상,,35.1728712500 ,128.8262044000 
상상짬뽕,055-322-5106,86.15,경상남도 김해시 대청동 315-7 104호,"경상남도 김해시 번화1로44번길 23, 나오스빌 104호 (대청동)",중국식,86.15,영업/정상,,35.1919831700 ,128.8031630000 
범맥,,99.71,경상남도 김해시 대청동 64-6 시티스퀘어 202호,"경상남도 김해시 번화1로76번길 15, 시티스퀘어 202호 (대청동)",호프/통닭,99.71,영업/정상,,35.1947092800 ,128.8012243000 
만세푸드,,51,경상남도 김해시 진영읍 진영리 1595-13 1층,"경상남도 김해시 진영읍 진산대로26번길 10-6, 1층",한식,51,영업/정상,,35.3083321400 ,128.7254909000 
배떡 장유율하점,,43.65,경상남도 김해시 율하동 1400-3,경상남도 김해시 율하2로 171 (율하동),분식,43.65,영업/정상,,35.1693143900 ,128.8190329000 
커피먹는 여우,,81.44,경상남도 김해시 삼방동 654-1 1층,"경상남도 김해시 삼안로280번길 4, 1층 (삼방동)",기타,81.44,영업/정상,,35.2524243400 ,128.9085050000 
정성육회 김해장유점,055-326-1088,79.74,경상남도 김해시 율하동 1333-3 동우빌딩 104호,"경상남도 김해시 율하2로97번길 30, 동우빌딩 104호 (율하동)",한식,79.74,영업/정상,,35.1726911600 ,128.8142145000 
미소,,82.61,경상남도 김해시 내동 187-12 1층,"경상남도 김해시 평전로94번길 3-7, 1층 (내동)",한식,82.61,영업/정상,,35.2390355200 ,128.8571123000 
대패생각 율하점,055-324-6845,460.34,"경상남도 김해시 장유동 825-1 외 1필지 201,202, 203호","경상남도 김해시 율하6로 62, 201,202,203호 (장유동)",한식,460.34,영업/정상,,35.1723848400 ,128.8235099000 
해피찬스,,116.3,경상남도 김해시 진영읍 진영리 1617-5 1층,"경상남도 김해시 진영읍 김해대로407번길 24-10, 1층",호프/통닭,116.3,영업/정상,,35.3073159100 ,128.7325635000 
달빛품은육전,055-343-0155,42,경상남도 김해시 진영읍 진영리 1612-6 진영굿프라임2 112호,"경상남도 김해시 진영읍 김해대로361번길 8, 진영굿프라임2 1층 112호",한식,42,영업/정상,,35.3074858600 ,128.7298049000 
꼬꼬주방,1666-9466,81.7,경상남도 김해시 외동 1257-3 쌍둥이빌딩메트로타워I 203호,"경상남도 김해시 내외중앙로 30, 쌍둥이빌딩메트로타워I 2층 203호 (외동)",한식,81.7,영업/정상,,35.2325767500 ,128.8666241000 
미르1976,055-331-1121,36,경상남도 김해시 관동동 444-4 중원프라자 107호,"경상남도 김해시 팔판로 26, 중원프라자 107호 (관동동)",한식,36,영업/정상,,35.1771295800 ,128.7905997000 
에바돈카츠,055-321-2009,85,경상남도 김해시 어방동 528-5 1층,"경상남도 김해시 인제로 176, 1층 (어방동)",경양식,85,영업/정상,,35.2443893600 ,128.9041740000 
커피팀버 장유,070-8885-1235,639.68,경상남도 김해시 대청동 298-7 1~3층,"경상남도 김해시 계동로 199, 주건축물제1동 1~3층 (대청동)",기타,639.68,영업/정상,,35.1900300300 ,128.8000034000 
엄마촌국시,,21.04,경상남도 김해시 외동 704-2 1층,"경상남도 김해시 금관대로1183번길 3-23, 1층 (외동)",한식,21.04,영업/정상,,35.2329847500 ,128.8510720000 
트루바이,055-337-0430,99.7,경상남도 김해시 관동동 1081-10,"경상남도 김해시 율하카페길 35, 1층 (관동동)",경양식,99.7,영업/정상,,35.1763540600 ,128.8097169000 
신사숯불두마리치킨,070-7378-2708,39,경상남도 김해시 동상동 676-18 1층,"경상남도 김해시 분성로 382, 1층 (동상동)",호프/통닭,39,영업/정상,,35.2341175900 ,128.8878111000 
혼밥대장,,46.86,경상남도 김해시 관동동 1081-4,경상남도 김해시 율하카페길 31-14 (관동동),한식,46.86,영업/정상,,35.1768149200 ,128.8095459000 
청춘실비,055-902-1580,50.06,경상남도 김해시 삼방동 143-1 1층,"경상남도 김해시 인제로230번길 6, 1층 (삼방동)",정종/대포집/소주방,50.06,영업/정상,,35.2489710700 ,128.9050271000 
오공복이 김해신세계점,055-322-4155,36.27,경상남도 김해시 외동 1262-2 205호 일부,"경상남도 김해시 분성로 230, 205호 일부 2층 (외동)",한식,36.27,영업/정상,,35.2313323900 ,128.8716973000 
자갈치왕짬뽕,070-7807-7880,114.93,경상남도 김해시 율하동 1379-11,경상남도 김해시 율하2로222번길 5-5 (율하동),중국식,114.93,영업/정상,,35.1737436000 ,128.8212072000 
비비큐(BBQ) 김해삼방점,055-322-7992,25.08,경상남도 김해시 삼방동 157-3 1층,"경상남도 김해시 인제로220번길 20-1, 1층 (삼방동)",호프/통닭,25.08,영업/정상,,35.2480655000 ,128.9067861000 
혼밥대왕 내외동점,070-5159-7701,42.72,경상남도 김해시 내동 1073-11,경상남도 김해시 금관대로1354번길 5-13 (내동),한식,42.72,영업/정상,,35.2436452400 ,128.8667201000 
연어랑참치랑,055-324-9007,36.86,경상남도 김해시 구산동 826 1층,"경상남도 김해시 김해대로1902번길 39, 1층 (구산동)",정종/대포집/소주방,36.86,영업/정상,,35.2538140300 ,128.8665757000 
꿈돈168,055-313-0168,128.94,경상남도 김해시 관동동 449-6 J파크프라자,"경상남도 김해시 계동로23번길 17, J파크프라자 105,106,107호 (관동동)",식육(숯불구이),128.94,영업/정상,,35.1779315500 ,128.7947685000 
아부찌부대찌개 신문점,055-724-0774,39.6,경상남도 김해시 삼문동 1266 131동 106호,"경상남도 김해시 장유로334번길 85, 신장유일동미라주더파크아파트 131동 지하1층 106호 (삼문동)",한식,39.6,영업/정상,,35.1910501200 ,128.8092590000 
일월육일(김해삼계점),,73.71,경상남도 김해시 삼계동 1501-7 화성빌딩 1층 102호,"경상남도 김해시 해반천로130번길 11, 화성빌딩 1층 102호 (삼계동)",일식,73.71,영업/정상,,35.2599936000 ,128.8683890000 
고기품다(多),,301.76,경상남도 김해시 진영읍 여래리 968-4 1층,"경상남도 김해시 진영읍 본산로 15-14, 1층",식육(숯불구이),301.76,영업/정상,,35.3072729300 ,128.7366647000 
가야포차 장유율하점,055-312-3777,57.12,경상남도 김해시 장유동 843-2 시티오브스타 103호,"경상남도 김해시 율하숲길 16, 시티오브스타 103호 (장유동)",호프/통닭,57.12,영업/정상,,35.1704996700 ,128.8236884000 
천하대패왕,055-328-5100,142.55,경상남도 김해시 부곡동 801-11 206호,"경상남도 김해시 월산로 162, 네오푸드앤조이1동 206호 (부곡동)",식육(숯불구이),142.55,영업/정상,,35.2088764000 ,128.7989584000 
페리카나치킨,055-342-0002,42.64,경상남도 김해시 진영읍 여래리 700-151번지,,기타,42.64,폐업,2011-07-06,35.3037443600 ,128.7343785000 
버디경양식,055-324-1931,,경상남도 김해시 삼방동 164-9번지,,경양식,0,폐업,2000-12-29,35.2465538000 ,128.9052310000 
다도해횟집,055-337-9220,101.61,경상남도 김해시 내동 1114-7번지,,기타,101.61,폐업,2005-12-06,35.2359085400 ,128.8607928000 
민이분식,055-345-3573,26.49,경상남도 김해시 진례면 송정리 245-4번지,,분식,26.49,폐업,2011-07-06,35.2489153100 ,128.7485304000 
가고파,055-323-9933,270,경상남도 김해시 생림면 나전리 297-1번지,,한식,270,폐업,2007-11-12,35.2952721800 ,128.8835650000 
석천수중전골산꼼장어,055-325-8931,,경상남도 김해시 어방동 531-9번지,,한식,0,폐업,1999-11-12,35.2440876800 ,128.9059397000 
고성식당,055-335-1449,,경상남도 김해시 안동 151-2번지,,한식,0,폐업,2000-02-26,35.2360674700 ,128.9187815000 
신용기사식당,055-343-5621,,경상남도 김해시 진영읍 신용리 319-6번지,,한식,0,폐업,2001-05-26,35.2998391000 ,128.7551903000 
진영석쇠불고기,055-343-5289,90.4,경상남도 김해시 진영읍 진영리 275-48번지,,한식,90.4,폐업,2007-04-24,35.3048467500 ,128.7324532000 
말죽거리식당,055-324-6639,107.26,경상남도 김해시 흥동 4번지 B 4L 서부지구,,한식,107.26,폐업,2012-01-03,35.2240348700 ,128.8711688000 
동키치킨덕산점,055-325-5165,24.19,경상남도 김해시 외동 1260-1번지 덕산아파트 주상가210호,,기타,24.19,폐업,2005-04-12,35.2341349800 ,128.8680470000 
하니실비식당,,,경상남도 김해시 동상동 812-24번지,,한식,0,폐업,2000-01-27,35.2374641000 ,128.8838045000 
채원,055-345-6445,132.24,경상남도 김해시 진례면 송정리 243-4번지 .7.244-2.245-1,경상남도 김해시 진례면 송현로 3-1,경양식,132.24,폐업,2016-07-29,35.2491655800 ,128.7488733000 
지리산약우촌,055-325-0929,117.81,"경상남도 김해시 내동 1145-14번지 정우주차빌딩103,104,105,106",,한식,117.81,폐업,2011-07-06,35.2346170200 ,128.8674478000 
지오레스토랑,,,경상남도 김해시 부원동 827-5번지,,한식,0,폐업,1997-10-06,35.2310786400 ,128.8818236000 
장수추어탕,055-332-9800,49.14,경상남도 김해시 어방동 10번지 B 6L 제2지구,,한식,49.14,폐업,2011-07-06,35.2404667400 ,128.9079869000 
파리북역,055-325-7727,33.8,경상남도 김해시 어방동 458-1번지 우신그린피아상가105호,,한식,33.8,폐업,2011-07-06,35.2465323000 ,128.9032859000 
득우소머리곰탕,055-335-7967,100.45,경상남도 김해시 삼방동 5번지 B 18L성원그랜저빌라101호,,한식,100.45,폐업,2011-07-06,35.2429658500 ,128.9207932000 
가야양곱창,,,경상남도 김해시 서상동 82-27번지,,한식,0,폐업,2000-05-09,35.2346283500 ,128.8820708000 
인삼품은도야지,055-325-7687,279.34,경상남도 김해시 부원동 604-1번지,,한식,279.34,폐업,2012-01-03,35.2276026500 ,128.8813575000 
객석레스토랑,,,경상남도 김해시 서상동 25-34번지,,경양식,0,폐업,2001-06-20,35.2355442200 ,128.8813227000 
미나리식당,,,경상남도 김해시 어방동 12번지 B 6L,,한식,0,폐업,1995-01-17,35.2298338200 ,128.9087141000 
자미원,055-325-6008,22.8,경상남도 김해시 삼방동 25-13번지,경상남도 김해시 삼안로154번길 8 (삼방동),한식,22.8,폐업,2014-10-24,35.2425068400 ,128.9147669000 
남강제첩국,055-321-4087,111.16,경상남도 김해시 지내동 315-11번지,경상남도 김해시 분성로727번길 6 (지내동),한식,111.16,폐업,2019-11-05,35.2312395300 ,128.9218690000 
제일분식,,,경상남도 김해시 부원동 606-3번지,,한식,0,폐업,1997-11-17,35.2269475500 ,128.8834266000 
차이나타운,055-335-0568,62.13,경상남도 김해시 구산동 93-3번지 95-1,,기타,62.13,폐업,2009-12-03,35.2423652500 ,128.8779576000 
돈누리아,055-324-3770,26.64,경상남도 김해시 외동 1249-7번지 성원APT상가106호,,한식,26.64,폐업,2003-11-24,35.2310159500 ,128.8605103000 
이조왕족발,055-335-6450,19.8,경상남도 김해시 대동면 초정리 952-13번지,경상남도 김해시 대동면 동남로45번길 2-13,한식,19.8,폐업,2017-02-23,35.2372990800 ,128.9943616000 
골목아구찜,055-337-5461,46.4,경상남도 김해시 부원동 69번지,경상남도 김해시 호계로472번길 43 (부원동),한식,46.4,폐업,2020-04-16,35.2314048400 ,128.8877486000 
김가네촌국시,055-323-3645,90,경상남도 김해시 생림면 사촌리 589-4번지,,한식,90,폐업,2010-04-12,35.3216165400 ,128.8602939000 
미성식당,055-332-0516,42.57,경상남도 김해시 안동 159-14번지,,한식,42.57,폐업,2011-11-29,35.2349421600 ,128.9174065000 
삼부뒷고기식당,,,경상남도 김해시 구산동 274-2번지,,한식,0,폐업,1995-11-28,35.2486422600 ,128.8700259000 
잔치하는날,055-324-6267,46.11,경상남도 김해시 외동 1029-12번지,,한식,46.11,폐업,2006-01-23,35.2319016300 ,128.8525548000 
향미정식당,,62.16,경상남도 김해시 외동 1242-1번지,,한식,62.16,폐업,2003-08-18,35.2320294400 ,128.8574230000 
자금성,055-335-4704,,경상남도 김해시 안동 241-1번지,,한식,0,폐업,2011-07-06,35.2369918900 ,128.9157487000 
모도리생선회,,57.42,경상남도 김해시 외동 1413번지 1층,"경상남도 김해시 전하로 303, 1층 (외동)",회집,57.42,폐업,2019-10-22,35.2296979900 ,128.8695925000 
다이꼬지,,39.14,경상남도 김해시 대청동 314-4번지 104호,"경상남도 김해시 번화1로44번길 32, 대명프라자 1층 104호 (대청동)",일식,39.14,폐업,2020-01-20,35.1918508500 ,128.8040841000 
더 시크하다,,120,경상남도 김해시 삼계동 1450-7 1층,"경상남도 김해시 가야로157번길 25, 1층 (삼계동)",기타,120,폐업,2021-04-13,35.2638162900 ,128.8745295000 
명배우의탕비실,055-335-0776,75.61,경상남도 김해시 진영읍 본산리 316-1번지 1층,"경상남도 김해시 진영읍 본산1로56번길 30, 1층",기타,75.61,폐업,2020-04-20,35.3124444700 ,128.7502380000 
돼지야 모여라,,58.97,경상남도 김해시 관동동 1053-14번지,경상남도 김해시 관동로12번길 17 (관동동),기타,58.97,폐업,2019-07-01,35.1758010100 ,128.8047931000 
달인307촨차이,055-314-6442,156.39,경상남도 김해시 부곡동 801-11 1동 101호,"경상남도 김해시 월산로 162, 네오푸드앤조이 1동 101호 (부곡동)",중국식,156.39,폐업,2021-05-13,35.2088764000 ,128.7989584000 
더포크(The fork)어묵바,055-322-4710,29.05,경상남도 김해시 율하동 1299-4번지,"경상남도 김해시 율하2로 56, 1층 (율하동)",분식,29.05,폐업,2019-09-25,35.1726779500 ,128.8081215000 
짐바로찜닭 김해점,,39.65,경상남도 김해시 삼정동 642-11 1층,"경상남도 김해시 인제로51번길 45, 1층 (삼정동)",한식,39.65,폐업,2021-06-14,35.2327400500 ,128.8997819000 
가야 시골밥상,,83.34,경상남도 김해시 삼정동 372-4 1층,"경상남도 김해시 김해대로2492번길 1, 1층 (삼정동)",한식,83.34,폐업,2020-12-23,35.2274056900 ,128.8995252000 
생활맥주 내외점,,54.5,경상남도 김해시 내동 1119-3,"경상남도 김해시 내외중앙로 69, 에스제이테라스파크 1층 118호 (내동)",호프/통닭,54.5,폐업,2021-04-02,35.2361193000 ,128.8666179000 
복누리로,055-322-3139,80,경상남도 김해시 부원동 616-2,"경상남도 김해시 호계로 434, 1층 (부원동)",횟집,80,폐업,2020-12-01,35.2292244600 ,128.8851541000 
블랙앤드화이트(BLACK AND WHITE),,119.28,경상남도 김해시 삼계동 1483-6,"경상남도 김해시 가야로181번길 13-2, 1층 (삼계동)",기타,119.28,폐업,2021-04-12,35.2616415200 ,128.8736159000 
비벼밥,,87.46,경상남도 김해시 내동 139-8 1층,"경상남도 김해시 평전로201번길 3-34, 1층 (내동)",한식,87.46,폐업,2020-11-13,35.2444012700 ,128.8631022000 
옛날삼겹,,217.3,경상남도 김해시 삼계동 1460-11 1층,"경상남도 김해시 가야로169번길 5-17, 1층 (삼계동)",식육(숯불구이),217.3,폐업,2020-12-21,35.2632199100 ,128.8722371000 
뽀쁘라찌,,164.22,경상남도 김해시 진영읍 진영리 1612-5번지 403호,"경상남도 김해시 진영읍 김해대로361번길 12, 403호",기타,164.22,폐업,2020-04-01,35.3078462700 ,128.7298302000 
CAFE JS VIET(카페제이에스베트),,126.62,경상남도 김해시 관동동 1108-2,"경상남도 김해시 율하3로 105, 1층 (관동동)",경양식,126.62,폐업,2020-08-07,35.1771050300 ,128.8160042000 
씨엘몰,,62.24,경상남도 김해시 관동동 1092-5번지,"경상남도 김해시 율하카페길 67-9, 1층 (관동동)",김밥(도시락),62.24,폐업,2020-06-11,35.1767644400 ,128.8116972000 
로세또,,30.78,경상남도 김해시 대청동 62-4번지 다이아몬드빌딩 109호,"경상남도 김해시 번화1로80번길 9, 다이아몬드빌딩 109호 (대청동)",경양식,30.78,폐업,2019-08-05,35.1948942000 ,128.8005233000 
부산식당,055-329-3390,17.28,경상남도 김해시 봉황동 199-9,"경상남도 김해시 가락로23번길 44, 1층 (봉황동)",한식,17.28,폐업,2021-04-30,35.2282603600 ,128.8776845000 
더특별한 한식 가야양념족발,,91.12,경상남도 김해시 진영읍 진영리 1640-7번지,경상남도 김해시 진영읍 장등로 68,한식,91.12,폐업,2020-05-06,35.3124631200 ,128.7354912000 
강고집부대찌개,,164.8,경상남도 김해시 어방동 531-9번지 1층,"경상남도 김해시 인제로170번길 17, 1층 (어방동)",한식,164.8,폐업,2019-08-23,35.2440876800 ,128.9059397000 
자당추어탕 김해한림점,055-327-1182,66,경상남도 김해시 한림면 신천리 391-21번지 1층,"경상남도 김해시 한림면 김해대로 1464, 1층",한식,66,폐업,2020-06-08,35.2769778900 ,128.8322526000 
천미뒷통,,58.73,경상남도 김해시 삼계동 1505-8번지 102호,"경상남도 김해시 해반천로130번길 33, 1층 102호 (삼계동)",식육(숯불구이),58.73,폐업,2020-05-04,35.2602269000 ,128.8710400000 
낭만멸치 내동점,,128.69,경상남도 김해시 외동 1226-11번지 1층,"경상남도 김해시 금관대로1190번길 13-8, 1층 (외동)",한식,128.69,폐업,2020-05-25,35.2328343700 ,128.8544981000 
금보가,055-904-3700,124.95,경상남도 김해시 내동 1141-4 성하빌딩 102호,"경상남도 김해시 경원로73번길 1, 성하빌딩 1층 102호 (내동)",탕류(보신용),124.95,폐업,2021-02-26,35.2371014600 ,128.8679248000 
오뚜기식당,,97.02,경상남도 김해시 안동 538-28번지,"경상남도 김해시 김해대로2596번길 11-41, 1층 (안동)",한식,97.02,폐업,2019-05-29,35.2278382300 ,128.9127674000 
연지한식당,055-332-3324,185.54,경상남도 김해시 구산동 1080-4번지,"경상남도 김해시 김해대로1902번길 89, 1층 (구산동)",한식,185.54,폐업,2020-05-20,35.2493354000 ,128.8676488000 
아시아문화센터,055-337-7785,120,경상남도 김해시 봉황동 404 1층,"경상남도 김해시 분성로 277, 1층 (봉황동)",기타,120,폐업,2021-02-15,35.2330663400 ,128.8762312000 
안나분식,,16.52,"경상남도 김해시 외동 1264번지 김해여객자동차터미널, 1층","경상남도 김해시 김해대로 2232, 김해여객자동차터미널 1층 (외동)",한식,16.52,폐업,2019-07-18,35.2293363300 ,128.8722472000 
으뜸왕만두,,17.37,경상남도 김해시 부곡동 1160-4,"경상남도 김해시 능동로155번길 6, 루비빌딩 1층 102일부호 (부곡동)",기타,17.37,폐업,2021-03-03,35.2030018800 ,128.8080489000 
별미야식,,31.86,경상남도 김해시 대청동 317-4번지,"경상남도 김해시 번화1로56번길 30, 에코스타뷰 106호 (대청동)",한식,31.86,폐업,2019-07-31,35.1933774200 ,128.8036050000 
닭'S,,51,경상남도 김해시 진영읍 진영리 1595-13 1층,"경상남도 김해시 진영읍 진산대로26번길 10-6, 1층",한식,51,폐업,2020-07-30,35.3083321400 ,128.7254909000 
브이아이피,,89.7,경상남도 김해시 내동 1120-1 204호,"경상남도 김해시 내외로77번길 26, 2층 204호 (내동)",감성주점,89.7,폐업,2021-01-22,35.2368783800 ,128.8663513000 
80엠(80M),055-336-6163,80.37,경상남도 김해시 내동 1126-2 블루시티트리가 107호,"경상남도 김해시 경원로55번길 38, 블루시티트리가 1층 107호 (내동)",기타,80.37,폐업,2020-12-28,35.2404425700 ,128.8658399000 
