도로안전표지일련번호,도로종류,도로노선번호,도로노선명,도로노선방향,도로형태,차로수,도로폭,소재지도로명주소,소재지지번주소,위도,경도,도로안전표지구분,도로안전표지종별일련번호,주행제한속도,도로안전표지설명,지주형식,제2외국어표기여부,설치일자,관리기관명,관리기관전화번호,데이터기준일자
2976,,,,,,,,,경상남도 통영시 도남동 227-28,34.829224,128.425366,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2977,,,,,,,,,경상남도 통영시 도남동 486-4,34.829298,128.424931,2,224,50,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
2978,,,,,,,,,경상남도 통영시 도남동 486-4,34.829185,128.425188,3,325,,자전거횡단,,,,경상남도 통영시,055-650-5332,2021-01-21
2979,,,,,,,,,경상남도 통영시 도남동 486-4,34.829371,128.424657,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
2980,,,,,,,,,경상남도 통영시 도남동 486-4,34.829371,128.424657,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
2981,,,,,,,,,경상남도 통영시 도남동 486-4,34.829379,128.424163,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
2982,,,,,,,,,경상남도 통영시 도남동 486-4,34.829379,128.424163,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
2983,,,,,,,,,경상남도 통영시 도남동 486-4,34.829489,128.424017,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2984,,,,,,,,,경상남도 통영시 도남동 486-4,34.829528,128.423823,3,325,,자전거횡단,,,,경상남도 통영시,055-650-5332,2021-01-21
2985,,,,,,,,,경상남도 통영시 도남동 486-5,34.829528,128.423823,3,325,,자전거횡단,,,,경상남도 통영시,055-650-5332,2021-01-21
2986,,,,,,,,,경상남도 통영시 도남동 394-7,34.829427,128.423801,3,325,,자전거횡단,,,,경상남도 통영시,055-650-5332,2021-01-21
2987,,,,,,,,,경상남도 통영시 도남동 486-4,34.829489,128.423719,3,329,,비보호좌회전,,,,경상남도 통영시,055-650-5332,2021-01-21
2988,,,,,,,,,경상남도 통영시 도남동 388,34.829243,128.423643,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2989,,,,,,,,,경상남도 통영시 도남동 388,34.829007,128.423575,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
2990,,,,,,,,,경상남도 통영시 도남동 388,34.829007,128.423575,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
2991,,,,,,,,,경상남도 통영시 도남동 394-7,34.828905,128.423644,1,129,,과속방지턱,,,,경상남도 통영시,055-650-5332,2021-01-21
2992,,,,,,,,,경상남도 통영시 도남동 388,34.828719,128.423497,3,324,,어린이보호(어린이보호구역안),,,,경상남도 통영시,055-650-5332,2021-01-21
2993,,,,,,,,,경상남도 통영시 도남동 366-6,34.827737,128.423376,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
2994,,,,,,,,,경상남도 통영시 도남동 365-9,34.827355,128.423156,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
2995,,,,,,,,,경상남도 통영시 도남동 365-9,34.827355,128.423156,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
2996,,,,,,,,,경상남도 통영시 도남동 365-9,34.827355,128.423156,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
2997,,,,,,,,,경상남도 통영시 도남동 487-2,34.826994,128.423067,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
2998,,,,,,,,,경상남도 통영시 도남동 487-3,34.826994,128.423067,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
2999,,,,,,,,,경상남도 통영시 도남동 363-3,34.826985,128.423173,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
3000,,,,,,,,,경상남도 통영시 도남동 484-4,34.826184,128.422849,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
3001,,,,,,,,,경상남도 통영시 도남동 484-4,34.826184,128.422849,4,427,,해제(어린이보호구역),,,,경상남도 통영시,055-650-5332,2021-01-21
3002,,,,,,,,,경상남도 통영시 도남동 484-4,34.826184,128.422849,3,308,,직진 및 우회전,,,,경상남도 통영시,055-650-5332,2021-01-21
3003,,,,,,,,,경상남도 통영시 도남동 365-1,34.827753,128.423179,1,133,,어린이보호구역,,,,경상남도 통영시,055-650-5332,2021-01-21
3004,,,,,,,,,경상남도 통영시 도남동 486-1,34.82988,128.421493,3,325,,자전거횡단,,,,경상남도 통영시,055-650-5332,2021-01-21
3005,,,,,,,,,경상남도 통영시 도남동 486-1,34.82988,128.421493,3,325,,자전거횡단,,,,경상남도 통영시,055-650-5332,2021-01-21
3006,,,,,,,,,경상남도 통영시 도남동 622-10,34.829786,128.421477,3,325,,자전거횡단,,,,경상남도 통영시,055-650-5332,2021-01-21
3007,,,,,,,,,경상남도 통영시 도남동 361-6,34.829882,128.421379,3,325,,자전거횡단,,,,경상남도 통영시,055-650-5332,2021-01-21
3008,,,,,,,,,경상남도 통영시 도남동 487-2,34.826773,128.420708,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
3009,,,,,,,,,경상남도 통영시 도남동 531-25,34.826422,128.420516,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
3010,,,,,,,,,경상남도 통영시 도남동 483-2,34.826539,128.420643,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
3011,,,,,,,,,경상남도 통영시 도남동 483-2,34.826539,128.420643,2,224,30,최고속도제한,,,,경상남도 통영시,055-650-5332,2021-01-21
3012,,,,,,,,,경상남도 통영시 도남동 483-1,34.82799,128.421455,1,132,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
3013,,,,,,,,,경상남도 통영시 도남동 516-27,34.828153,128.421119,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
3014,,,,,,,,,경상남도 통영시 도남동 516-21,34.828113,128.421237,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
3015,,,,,,,,,경상남도 통영시 도남동 516-21,34.828113,128.421237,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
3016,,,,,,,,,경상남도 통영시 도남동 475-13,34.828068,128.421604,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
3017,,,,,,,,,경상남도 통영시 도남동 487-1,34.827883,128.422066,3,324,,어린이보호(어린이보호구역안),,,,경상남도 통영시,055-650-5332,2021-01-21
3018,,,,,,,,,경상남도 통영시 도남동 475-7,34.827926,128.422277,2,218,,주정차금지,,,,경상남도 통영시,055-650-5332,2021-01-21
3019,,,,,,,,,경상남도 통영시 도남동 475-7,34.827926,128.422277,4,428,,견인지역,,,,경상남도 통영시,055-650-5332,2021-01-21
3020,,,,,,,,,경상남도 통영시 도남동 487-1,34.827828,128.422439,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
3021,,,,,,,,,경상남도 통영시 도남동 361-7,34.830044,128.419995,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
3022,,,,,,,,,경상남도 통영시 도남동 551-9,34.827691,128.419231,1,103,,ㅏ'자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
3023,,,,,,,,,경상남도 통영시 도남동 551-9,34.827484,128.419171,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
3024,,,,,,,,,경상남도 통영시 도남동 553-1,34.827463,128.418663,1,102,,ㅜ'자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
3025,,,,,,,,,경상남도 통영시 도남동 554-2,34.82753,128.417413,3,322,,횡단보도,,N,,경상남도 통영시,055-650-5332,2021-01-21
3026,,,,,,,,,경상남도 통영시 도남동 554-2,34.827595,128.41821,1,102,,ㅜ'자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
3027,,,,,,,,,경상남도 통영시 도남동 514-54,34.828146,128.417758,1,105,,ㅓ'자형교차로,,,,경상남도 통영시,055-650-5332,2021-01-21
3028,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 1356-1,34.84493,128.4301493,3,322,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3029,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 1356-1,34.84493,128.4301493,2,228,,양보,1,Y,,경상남도 통영시,055-650-5332,2021-01-21
3030,시도,,통영해안로,,2,4,,,경상남도 통영시 동호동 321-2,34.8443599,128.4295095,2,227,,일시정지,1,Y,,경상남도 통영시,055-650-5332,2021-01-21
3031,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1158-29,34.8444526,128.4298459,2,224,40,최고속도제한,2,N,,경상남도 통영시,055-650-5332,2021-01-21
3032,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1158-29,34.8444526,128.4298459,2,218,,"정차,주차금지",2,N,,경상남도 통영시,055-650-5332,2021-01-21
3033,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1158-29,34.8444526,128.4298459,4,403,,구역,2,N,,경상남도 통영시,055-650-5332,2021-01-21
3034,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1158-29,34.8444526,128.4298459,2,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3035,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1356-1,34.8450998,128.4302951,3,322,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3036,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1356-1,34.8450998,128.4302951,1,227,,일시정지,1,Y,,경상남도 통영시,055-650-5332,2021-01-21
3037,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 1158-33,34.8455246,128.4309154,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3038,시도,,항북길,,1,1,,경상남도 통영시 통영해안로 407,경상남도 통영시 정량동 1137-2,34.845733,128.4307578,1,132,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3039,시도,,항북길,,1,1,,경상남도 통영시 통영해안로 407,경상남도 통영시 정량동 1137-2,34.845733,128.4307578,2,226,,서행,1,Y,,경상남도 통영시,055-650-5332,2021-01-21
3040,시도,,항북길,,2,1,,,경상남도 통영시 정량동 1356-1,34.8459976,128.4308289,2,211,,진입금지,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3041,시도,,항북길,,2,1,,,경상남도 통영시 정량동 1356-1,34.8459976,128.4308289,3,322,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3042,시도,,항북길,,2,1,,,경상남도 통영시 정량동 1356-1,34.8459976,128.4308289,2,224,30,최고속도제한,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3043,시도,,항북길,,1,1,,,경상남도 통영시 정량동 1122-10,34.8468189,128.4308715,2,224,30,최고속도제한,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3044,시도,,항북길,,1,1,,,경상남도 통영시 정량동 1122-10,34.8468189,128.4308715,1,126,,미끄러운도로,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3045,시도,,항북길,,1,1,,경상남도 통영시 항북길 12-13,경상남도 통영시 정량동 1123,34.8467163,128.4308986,1,132,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3046,시도,,항북길,,1,1,,경상남도 통영시 항북길 12-13,경상남도 통영시 정량동 1123,34.8467163,128.4308986,2,226,,서행,1,Y,,경상남도 통영시,055-650-5332,2021-01-21
3047,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1356-1,34.8457838,128.4310009,2,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3048,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1158-33,34.8459907,128.4313915,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3049,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1158-33,34.8459907,128.4313915,4,428,,견인지역,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3050,시도,,동호로,,2,4,,,경상남도 통영시 정량동 1158-33,34.8460457,128.4315896,2,224,30,최고속도제한,2,N,,경상남도 통영시,055-650-5332,2021-01-21
3051,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 1356-1,34.8461426,128.431368,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3052,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 1356-1,34.8461426,128.431368,4,428,,견인지역,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3053,시도,,통영해안로,,1,4,,경상남도 통영시 망일길 9-32,경상남도 통영시 정량동 1040,34.8465267,128.432401,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3054,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1356-1,34.8467653,128.432517,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3055,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1356-1,34.8475734,128.4323835,3,322,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3056,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1356-1,34.8482445,128.4317653,1,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3057,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 272-31,34.8488614,128.431654,3,329,,비보호좌회전,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3058,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 1356-1,34.848373,128.4316456,2,228,,양보,1,Y,,경상남도 통영시,055-650-5332,2021-01-21
3059,시도,,통영해안로,,2,1,,경상남도 통영시 통영해안로 449,경상남도 통영시 정량동 269-3,34.8485301,128.4313845,3,322,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3060,시도,,정량안길,,1,1,,경상남도 통영시 정량안길 10,경상남도 통영시 정량동 275-11,34.8489569,128.431134,2,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3061,시도,,정량안길,,2,1,,,경상남도 통영시 정량동 1356-1,34.8491478,128.4307843,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3062,시도,,통영해안로,,2,1,,경상남도 통영시 정량안길 1,경상남도 통영시 정량동 267-1,34.8486131,128.4312922,4,427,,해제(어린이보호),3,N,,경상남도 통영시,055-650-5332,2021-01-21
3063,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 272-31,34.8487183,128.4315189,3,322,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3064,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 272-31,34.8487183,128.4315189,3,308,,직진및우회전,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3065,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 273-3,34.8495085,128.4316869,1,132,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3066,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1344,34.8498618,128.431746,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3067,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1344,34.8498618,128.431746,4,428,,견인지역,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3068,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1344,34.8496412,128.4315434,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3069,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 1344,34.8496412,128.4315434,4,428,,견인지역,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3070,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 278-1,34.8500288,128.4315518,3,329,,비보호좌회전,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3071,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 278-1,34.8500288,128.4315518,4,407,,신호등화상태(직진신호시),3,N,,경상남도 통영시,055-650-5332,2021-01-21
3072,시도,,정량안길,,2,1,,,경상남도 통영시 정량동 277-5,34.8500302,128.4314649,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3073,시도,,정량안길,,2,1,,,경상남도 통영시 정량동 277-5,34.8500302,128.4314649,4,402,,거리(60M),3,N,,경상남도 통영시,055-650-5332,2021-01-21
3074,시도,,정량안길,,2,1,,,경상남도 통영시 정량동 1356-1,34.8501681,128.430906,3,322,,횡단보도,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3075,시도,,정량안길,,2,1,,,경상남도 통영시 정량동 1356-1,34.8501681,128.430906,3,322,,횡단보도,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3076,시도,,정량안길,,2,1,,,경상남도 통영시 정량동 1356-1,34.8501681,128.430906,2,213,,우회전금지,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3077,시도,,정량안길,,2,1,,,경상남도 통영시 정량동 1356-1,34.8501681,128.430906,2,211,,진입금지,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3078,시도,,정량안길,,1,1,,경상남도 통영시 정량안길 40-10,경상남도 통영시 정량동 277-16,34.850017,128.4311956,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3079,시도,,정량안길,,1,1,,경상남도 통영시 정량안길 40-10,경상남도 통영시 정량동 277-16,34.850017,128.4311956,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3080,시도,,정량안길,,1,1,,경상남도 통영시 정량안길 40-10,경상남도 통영시 정량동 277-16,34.850017,128.4311956,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3081,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 278-1,34.8499336,128.4315575,3,329,,비보호좌회전,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3082,시도,,통영해안로,,2,4,,,경상남도 통영시 정량동 278-1,34.8499336,128.4315575,4,407,,신호등화상태(직진신호시),3,N,,경상남도 통영시,055-650-5332,2021-01-21
3083,시도,,통영해안로,,1,4,,,경상남도 통영시 정량동 157-5,34.8506512,128.4315722,1,132,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3084,시도,,통영해안로,,2,4,,경상남도 통영시 장대길 4,경상남도 통영시 무전동 369-2,34.8519547,128.4318542,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3085,시도,,통영해안로,,2,4,,경상남도 통영시 장대길 4,경상남도 통영시 무전동 369-2,34.8519547,128.4318542,4,428,,견인지역,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3086,시도,,정동2길,,2,4,,,경상남도 통영시 정량동 1107-1,34.8456864,128.4324875,3,322,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3087,시도,,정동2길,,1,4,,,경상남도 통영시 정량동 1394,34.8455846,128.432575,3,322,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3088,시도,,정동2길,,2,4,,,경상남도 통영시 정량동 1077-3,34.8447902,128.4316446,3,322,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3089,시도,,정동2길,,2,4,,,경상남도 통영시 정량동 1394,34.8445856,128.4315317,3,322,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3090,시도,,정동2길,,2,4,,,경상남도 통영시 정량동 1394,34.8435619,128.4303974,3,322,,횡단보도,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3091,시도,,멘데해안길,,2,1,,,경상남도 통영시 정량동 1418,34.8447236,128.4337153,3,328,,일방통행,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3092,시도,,멘데해안길,,2,1,,경상남도 통영시 멘데해안길 39,경상남도 통영시 정량동 1405,34.8438494,128.435099,2,213,,우회전금지,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3093,시도,,멘데해안길,,2,1,,경상남도 통영시 멘데해안길 87,경상남도 통영시 정량동 1403,34.8433698,128.4375304,2,213,,우회전금지,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3094,시도,,멘데해안길,,2,1,,,경상남도 통영시 정량동 1412,34.8431425,128.4414702,3,326,,일방통행,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3095,시도,,멘데산업길,,2,1,,경상남도 통영시 멘데해안길 111,경상남도 통영시 정량동 1402,34.8434237,128.4391448,2,214,,좌회전금지,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3096,시도,,멘데해안길,,2,1,,,경상남도 통영시 정량동 1415,34.8432902,128.4390169,2,213,,우회전금지,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3097,시도,,멘데해안길,,2,1,,,경상남도 통영시 정량동 1415,34.8434523,128.4390006,2,213,,우회전금지,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3098,시도,,멘데산업길,,2,1,,,경상남도 통영시 정량동 1408,34.8437005,128.4376833,2,214,,좌회전금지,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3099,시도,,멘데산업길,,2,1,,,경상남도 통영시 정량동 1410,34.8437955,128.4376555,2,214,,좌회전금지,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3100,시도,,멘데해안길,,2,1,,,경상남도 통영시 정량동 1416,34.8436915,128.4375321,2,213,,우회전금지,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3101,시도,,멘데해안길,,2,1,,,경상남도 통영시 정량동 1417,34.844159,128.4351851,2,213,,우회전금지,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3102,시도,,멘데산업길,,2,1,,경상남도 통영시 멘데산업길 39,경상남도 통영시 정량동 1397-2,34.8442542,128.4353444,2,214,,좌회전금지,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3103,시도,,멘데산업길,,1,1,,,경상남도 통영시 정량동 1408,34.844936,128.4340566,2,214,,좌회전금지,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3104,시도,,멘데산업길,,2,1,,경상남도 통영시 멘데산업길 5,경상남도 통영시 정량동 866-11,34.8451159,128.4339157,2,211,,진입금지,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3105,시도,,동호로,,1,4,,,경상남도 통영시 정량동 1380,34.8452387,128.4335376,2,224,30,최고속도제한,3,N,,경상남도 통영시,055-650-5332,2021-01-21
3106,시도,,동호로,,1,4,,,경상남도 통영시 정량동 1380,34.8452387,128.4335376,4,402,,거리(200M),3,N,,경상남도 통영시,055-650-5332,2021-01-21
3107,시도,,망일길,,1,1,,경상남도 통영시 망일길 58,경상남도 통영시 정량동 807-2,34.8469604,128.435213,2,218,,"정차,주차금지",3,N,,경상남도 통영시,055-650-5332,2021-01-21
3108,시도,,망일길,,2,1,,,경상남도 통영시 정량동 364-1,34.8473574,128.4359278,4,427,,해제(어린이보호),1,N,,경상남도 통영시,055-650-5332,2021-01-21
3109,시도,,망일길,,1,1,,,경상남도 통영시 정량동 360-1,34.847317,128.4358352,2,224,30,최고속도제한,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3110,시도,,망일길,,1,1,,,경상남도 통영시 정량동 360-1,34.847317,128.4358352,2,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3111,시도,,장대3길,,1,1,,경상남도 통영시 장대3길 6,경상남도 통영시 정량동 159-33,34.8510136,128.4320449,1,129,,과속방지턱,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3112,시도,,장대3길,,1,1,,경상남도 통영시 장대3길 6,경상남도 통영시 정량동 159-33,34.8510136,128.4320449,2,226,,서행,1,Y,,경상남도 통영시,055-650-5332,2021-01-21
3113,시도,,장대3길,,1,1,,경상남도 통영시 통영해안로 480,경상남도 통영시 정량동 159-1,34.851103,128.4320134,2,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3114,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 157-7,34.8511418,128.43254,1,129,,과속방지턱,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3115,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 157-7,34.8511418,128.43254,2,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3116,시도,,장대3길,,1,1,,경상남도 통영시 장대3길 24,경상남도 통영시 정량동 156-9,34.8511963,128.4327329,3,324-2,,장애인보호,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3117,시도,,장대3길,,1,1,,경상남도 통영시 장대3길 24,경상남도 통영시 정량동 156-9,34.8511963,128.4327329,1,129,,과속방지턱,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3118,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 155-1,34.8514153,128.4328486,3,324-2,,장애인보호,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3119,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 155-1,34.8514153,128.4328486,2,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3120,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 154-1,34.8514777,128.4329556,1,129,,과속방지턱,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3121,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 154-1,34.8514777,128.4329556,2,226,,서행,1,Y,,경상남도 통영시,055-650-5332,2021-01-21
3122,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 154-1,34.8514777,128.4329556,2,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3123,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 154-10,34.8517668,128.4332333,2,225,30,최저속도제한,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3124,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 154-10,34.8517668,128.4332333,2,226,,서행,1,Y,,경상남도 통영시,055-650-5332,2021-01-21
3125,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 154-10,34.8517668,128.4332333,2,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3126,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 151-5,34.8523158,128.4342313,2,225,30,최저속도제한,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3127,시도,,장대3길,,1,1,,,경상남도 통영시 정량동 151-5,34.8523158,128.4342313,2,226,,서행,1,Y,,경상남도 통영시,055-650-5332,2021-01-21
3128,시도,,장대2길,,1,1,,경상남도 통영시 장대2길 42,경상남도 통영시 정량동 151-2,34.8523032,128.4341461,1,129,,과속방지턱,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3129,시도,,장대2길,,1,1,,경상남도 통영시 장대2길 42,경상남도 통영시 정량동 151-2,34.8523032,128.4341461,2,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3130,일반국도,14번,14번국도,,2,4,,,경상남도 통영시 광도면 죽림리 401-30,34.8776069,128.4132098,3,313,,우측면통행,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3131,시도,,죽림1로,,1,1,,,경상남도 통영시 광도면 죽림리 402-5,34.8773621,128.413702,2,224,30,최고속제도제한,1,N,,경상남도 통영시,055-650-5332,2021-01-21
3132,시도,,죽림1로,,1,1,,,경상남도 통영시 광도면 죽림리 402-5,34.8773621,128.413702,2,218,,"정차,주차금지",1,N,,경상남도 통영시,055-650-5332,2021-01-21
3133,시도,,죽림1로,,1,1,,,경상남도 통영시 광도면 죽림리 403-16,34.8766734,128.414225,1,129,,과속방지턱,1,N,,경상남도 통영시,055-650-5332,2021-01-21
