업종명,업소명,소재지(도로명),소재지(지번),소재지전화,영업자시작일,데이터기준일자
제과점영업,파리바게트광주동운점,광주광역시 북구 서암대로 43 (운암동),광주광역시 북구 운암동 110-5 ,062-511-8204,2002-09-30,2020-12-09
제과점영업,브레드하임제과,"광주광역시 북구 서하로194번길 2, 상가A동 107호 (오치동, 주공아파트)",광주광역시 북구 오치동 1003 ,062-266-3610,2003-10-27,2020-12-09
제과점영업,겔트베르그과자점,광주광역시 북구 문산로 52 (문흥동),광주광역시 북구 문흥동 995-1 ,062-262-9161,2004-01-12,2020-12-09
제과점영업,파리바게뜨(두암점),"광주광역시 북구 삼정로 110 (두암동,외7필지)",광주광역시 북구 두암동 85 외7필지 ,,2004-01-26,2020-12-09
제과점영업,파리바게뜨 동림푸른마을점,광주광역시 북구 북문대로 242 (동림동),광주광역시 북구 동림동 1149-2 ,062-512-8233,2005-12-12,2020-12-09
제과점영업,파리바게뜨 오치점,광주광역시 북구 안산로 2 (오치동),광주광역시 북구 오치동 949-28 ,,2006-06-27,2020-12-09
제과점영업,궁전제과(주)운암점,"광주광역시 북구 서강로54번길 40 (운암동, 상가4동 101호,102호,201호,202호)","광주광역시 북구 운암동 366-2 상가4동 101호,102호,201호,202호 ",062-514-3477,2006-07-07,2020-12-09
제과점영업,동신제과,광주광역시 북구 동문대로85번길 23 (우산동),광주광역시 북구 우산동 189-29 ,062-269-1604,2007-03-06,2020-12-09
제과점영업,파리바게트북구청점,"광주광역시 북구 우치로 68 (중흥동,외1필지(1층))",광주광역시 북구 중흥동 361-1 외1필지(1층) ,062-973-9112,2007-05-11,2020-12-09
제과점영업,파리바게트광주용두점,"광주광역시 북구 임방울대로 1039 (신용동, 지하1층 105호)",광주광역시 북구 신용동 643-3 지하1층 105호 ,062-575-8249,2008-08-04,2020-12-09
제과점영업,파리바게뜨양산점,"광주광역시 북구 양산로 54 (양산동,(1층))",광주광역시 북구 양산동 898 (1층) ,062-576-8200,2009-11-20,2020-12-09
제과점영업,눈섬베이커리,"광주광역시 북구 서암대로 40, 1층 (운암동)",광주광역시 북구 운암동 397-9 ,,2009-11-20,2020-12-09
제과점영업,명류당,"광주광역시 북구 서하로 104 (매곡동,(1층))",광주광역시 북구 매곡동 32-2 (1층) ,062-575-0885,2009-12-22,2020-12-09
제과점영업,델리슈베이커리,"광주광역시 북구 서방로63번길 28, 1층 (우산동)",광주광역시 북구 우산동 184-1 1층 ,062-268-9376,2010-01-20,2020-12-09
제과점영업,명류당운암점,"광주광역시 북구 서강로54번길 22 (운암동,(1층))",광주광역시 북구 운암동 853 (1층) ,062-264-5245,2010-06-03,2020-12-09
제과점영업,뚜레쥬르두암미라보점(2),광주광역시 북구 군왕로 157 (두암동),광주광역시 북구 두암동 584-28 ,062-267-0088,2010-08-02,2020-12-09
제과점영업,풍년제과,"광주광역시 북구 임방울대로 1038, 1층 (용두동)",광주광역시 북구 용두동 311-10 (1층) ,,2011-04-06,2020-12-09
제과점영업,파리바게뜨블루밍점,"광주광역시 북구 서강로54번길 50, 201동 107호 (운암동, 블루밍메가시티)",광주광역시 북구 운암동 68 ,,2011-06-29,2020-12-09
제과점영업,뚜레쥬르 용봉점,"광주광역시 북구 비엔날레로 94 (용봉동, 용봉아이파크 상가동 108호)",광주광역시 북구 용봉동 1465 용봉아이파크 상가동 108호 ,,2012-04-16,2020-12-09
제과점영업,파리바게뜨첨단신용점,"광주광역시 북구 첨단연신로108번길 114, 1층 (신용동)",광주광역시 북구 신용동 745 1층 ,,2012-10-02,2020-12-09
제과점영업,예다손첨단점,"광주광역시 북구 첨단연신로91번길 14 (신용동, Y-Tower 1층 108호)",광주광역시 북구 신용동 730 Y-Tower 1층 108호 ,062-973-6789,2013-03-08,2020-12-09
제과점영업,파리바게트(연제점),"광주광역시 북구 양일1로 3 (연제동, 1층)",광주광역시 북구 연제동 42-8 외1필지. 1층 ,,2013-09-03,2020-12-09
제과점영업,Papa reve(파파레브),"광주광역시 북구 첨단연신로107번길 7, 상가동 1층 102,105호 (신용동)",광주광역시 북구 신용동 721 ,,2013-09-12,2020-12-09
제과점영업,브레드팡,"광주광역시 북구 대자로 55 (운암동, 벽산블루밍메가시티 306동 상가 1층 102호)",광주광역시 북구 운암동 69 벽산블루밍메가시티 306동 상가 1층 102호 ,,2013-10-10,2020-12-09
제과점영업,엔젤브래드,"광주광역시 북구 임방울대로1041번길 12 (용두동,외 1필지)",광주광역시 북구 용두동 324 외 1필지 ,,2014-01-06,2020-12-09
제과점영업,파블로베이커리,"광주광역시 북구 북문대로 125 (운암동, 외2필지 1층)",광주광역시 북구 운암동 1045-9 외2필지 1층 ,,2014-04-02,2020-12-09
제과점영업,궁전제과(주)두암점,"광주광역시 북구 동문대로 92 (두암동, 1층, 3층, 4층)","광주광역시 북구 두암동 882-26 1층, 3층, 4층 ",062-267-3477,2014-05-16,2020-12-09
제과점영업,르방브레드,"광주광역시 북구 일곡마을로 23 (일곡동, 1층)",광주광역시 북구 일곡동 821-3 1층 ,,2014-08-05,2020-12-09
제과점영업,파리바게트(용봉점),광주광역시 북구 비엔날레로 102 (용봉동),광주광역시 북구 용봉동 1041 ,062-512-8205,2015-01-08,2020-12-09
제과점영업,파리바게뜨광주매곡점,"광주광역시 북구 매곡로 49, 1층 (매곡동)",광주광역시 북구 매곡동 93 1층 ,062-574-8204,2015-01-08,2020-12-09
제과점영업,신선한빵집,"광주광역시 북구 우치로 178 (용봉동, 1층)",광주광역시 북구 용봉동 31-19 1층 ,,2015-05-04,2020-12-09
제과점영업,파리바게트동광주,"광주광역시 북구 동문대로 182 (두암동, 1층)",광주광역시 북구 두암동 574-18 1층 ,,2015-05-06,2020-12-09
제과점영업,뉴빵빵베이커리,"광주광역시 북구 동문대로 109 (우산동, 1층 101호)",광주광역시 북구 우산동 208-26 1층 101호 ,062-262-0008,2015-05-22,2020-12-09
제과점영업,브레드세븐(두암점),"광주광역시 북구 탁영로 2-1 (두암동, 1층)",광주광역시 북구 두암동 908-2 1층 ,062-268-0455,2015-06-30,2020-12-09
제과점영업,파리바게뜨,광주광역시 북구 군왕로 204 (각화동),광주광역시 북구 각화동 180-3 ,,2015-07-01,2020-12-09
제과점영업,도쿄990,"광주광역시 북구 호동로 10-6 (중흥동, 1층)",광주광역시 북구 중흥동 279-33 1층 ,062-522-0030,2015-08-18,2020-12-09
제과점영업,대주베이커리,"광주광역시 북구 면앙로121번길 84 (문흥동, 1층)",광주광역시 북구 문흥동 186-1 1층 ,062-251-7810,2015-10-06,2020-12-09
제과점영업,파리바게뜨(일곡자연마을점),"광주광역시 북구 일곡마을로 182 (일곡동, 1층)",광주광역시 북구 일곡동 875-3 1층 ,062-572-8295,2016-01-08,2020-12-09
제과점영업,빅케이베이커리,"광주광역시 북구 삼정로 122 (두암동, 지하1층 빅케이마트 )",광주광역시 북구 두암동 145-17 지하1층 빅케이마트 ,062-251-0105,2016-02-29,2020-12-09
제과점영업,브레드야곱,"광주광역시 북구 일곡택지로 65 (일곡동, 1층)",광주광역시 북구 일곡동 885-5 1층 ,062-571-3487,2016-03-31,2020-12-09
제과점영업,브레드홀릭,"광주광역시 북구 하서로 421 (용두동, 101호)",광주광역시 북구 용두동 306 101호 ,,2016-04-04,2020-12-09
제과점영업,스위티베이커리,"광주광역시 북구 운암산길 48, 114동 지하층 101호 (동림동)",광주광역시 북구 동림동 627 ,,2016-04-19,2020-12-09
제과점영업,주식회사창억,"광주광역시 북구 경열로 242 (중흥동,(지상1층))",광주광역시 북구 중흥동 722-4 (지상1층) ,062-222-1286,2016-08-10,2020-12-09
제과점영업,빵굽는쉐프,"광주광역시 북구 면앙로 46 (문흥동, 1층)",광주광역시 북구 문흥동 939-1 1층 ,,2016-09-05,2020-12-09
제과점영업,파리바게뜨삼각점,광주광역시 북구 설죽로370번길 32 (오치동),광주광역시 북구 오치동 856-1 ,062-266-8204,2016-10-13,2020-12-09
제과점영업,팡쥬르,"광주광역시 북구 북문대로 158 (운암동, 1층)",광주광역시 북구 운암동 1051-5 1층 ,062-523-0102,2016-10-13,2020-12-09
제과점영업,도토리베이커리,"광주광역시 북구 용주로30번길 47-3 (용봉동, 1층)",광주광역시 북구 용봉동 1212-9 1층 ,,2017-01-19,2020-12-09
제과점영업,빵굼터,광주광역시 북구 북문대로242번길 9 (동림동),광주광역시 북구 동림동 1148-1 ,,2017-03-03,2020-12-09
제과점영업,빵굽는 마을,광주광역시 북구 대천로 113-2 (문흥동),광주광역시 북구 문흥동 1004-6 ,062-251-0425,2017-04-04,2020-12-09
제과점영업,올라이스,"광주광역시 북구 자미로 68-20, 1층 (신안동)",광주광역시 북구 신안동 801-41 ,,2017-04-25,2020-12-09
제과점영업,아람,"광주광역시 북구 참판로 42 (풍향동, 1층)",광주광역시 북구 풍향동 578-4 1층 ,062-224-9357,2017-06-07,2020-12-09
제과점영업,파리바게뜨문흥점,광주광역시 북구 서하로 385 (문흥동),광주광역시 북구 문흥동 999-4 ,062-269-8233,2017-06-28,2020-12-09
제과점영업,파리바게뜨광주우산점,"광주광역시 북구 면앙로 54 (문흥동,1층)",광주광역시 북구 문흥동 939-6 1층 ,062-262-8205,2017-07-21,2020-12-09
제과점영업,파리바게뜨 용봉한화점,"광주광역시 북구 반룡로27번길 40, 1층 (용봉동)",광주광역시 북구 용봉동 1226-1 (1층) ,062-522-8202,2017-08-03,2020-12-09
제과점영업,파리바게뜨 광주일곡점,광주광역시 북구 설죽로 517 (일곡동),광주광역시 북구 일곡동 847-4 ,062-572-8204,2017-08-21,2020-12-09
제과점영업,그뤼오,"광주광역시 북구 하백로6번길 12 (매곡동, 1층, 126호)","광주광역시 북구 매곡동 494 1층, 126호 ",,2017-10-16,2020-12-09
제과점영업,스마일마카롱,"광주광역시 북구 첨단연신로108번길 146, 1층 (신용동)",광주광역시 북구 신용동 841 1층 ,,2017-11-06,2020-12-09
제과점영업,파리바게뜨(용봉캠퍼스점),"광주광역시 북구 자미로 57, 1층 (신안동)",광주광역시 북구 신안동 477-13 1층 ,062-521-8200,2017-11-08,2020-12-09
제과점영업,행복한빵집,"광주광역시 북구 서하로 91, 1층 (매곡동, A동 109호)",광주광역시 북구 매곡동 370-1 A동 109호 ,,2017-11-13,2020-12-09
제과점영업,동배빵집,"광주광역시 북구 유림로 175 (동림동, 상가동 1층 108호,120호)",광주광역시 북구 동림동 645 삼익아파트 ,062-454-5986,2017-12-01,2020-12-09
제과점영업,썬베이커리,"광주광역시 북구 매곡로 36-4, 1층 (매곡동)",광주광역시 북구 매곡동 44-34 ,,2017-12-14,2020-12-09
제과점영업,블럭제빵소(운암점),"광주광역시 북구 황계로 59, 1층 101호 (운암동)","광주광역시 북구 운암동 348-5 1층,101호 ",062-515-8827,2018-01-15,2020-12-09
제과점영업,르미유베이커리,"광주광역시 북구 비엔날레로 66, 2층 (용봉동)","광주광역시 북구 용봉동 1104 외2필지, 2층 ",,2018-01-22,2020-12-09
제과점영업,파리바게뜨광주운암점,"광주광역시 북구 북문대로 141, 상가동 108,109호 (운암동, 금호아파트)",광주광역시 북구 운암동 1033 ,062-511-0035,2018-01-30,2020-12-09
제과점영업,영암마트내풍년과자점,"광주광역시 북구 참판로 90 (두암동, 1층 )",광주광역시 북구 두암동 308 1층 ,,2018-02-09,2020-12-09
제과점영업,케이크호텔,"광주광역시 북구 서방로 13, 1층 (중흥동)",광주광역시 북구 중흥동 278-26 ,,2018-02-12,2020-12-09
제과점영업,매일빵굽는사람들,"광주광역시 북구 양산택지로 81 (본촌동, 1층)",광주광역시 북구 본촌동 3060 1층 ,062-263-0204,2018-02-26,2020-12-09
제과점영업,슈케잌하우스전남대점,"광주광역시 북구 우치로 118-1, 1층 (용봉동)",광주광역시 북구 용봉동 151-12 1층 ,062-714-3115,2018-03-08,2020-12-09
제과점영업,자연드림신용점,"광주광역시 북구 첨단연신로107번길 41 (신용동, 1층 103층,104호)","광주광역시 북구 신용동 695-1 1층 103,104호 ",062-571-1033,2018-04-27,2020-12-09
제과점영업,자연드림양산점,"광주광역시 북구 양산로 61, 1층 (양산동)",광주광역시 북구 양산동 770 ,062-714-1260,2018-04-27,2020-12-09
제과점영업,브레드홀릭,"광주광역시 북구 동문대로 246 (각화동, 1층)",광주광역시 북구 각화동 450 1층 ,,2018-05-02,2020-12-09
제과점영업,자연드림,"광주광역시 북구 송해로 79, 1층 (일곡동)",광주광역시 북구 일곡동 828-2 1층 ,062-714-1260,2018-05-11,2020-12-09
제과점영업,달콤주의보,"광주광역시 북구 양산로71번길 10, 상가동 2층 204호 (양산동, 지에스그린자이1차아파트)",광주광역시 북구 양산동 776 지에스그린자이1차아파트 ,,2018-06-01,2020-12-09
제과점영업,파리바게뜨첨단2지구점,"광주광역시 북구 첨단연신로 271 (신용동, 1층)",광주광역시 북구 신용동 690 1층 ,,2018-07-04,2020-12-09
제과점영업,샹제르망베이커리,"광주광역시 북구 북문대로159번길 25 (운암동, 1층)",광주광역시 북구 운암동 1038-20 1층 ,062-527-4371,2018-11-02,2020-12-09
제과점영업,그랑팔레,"광주광역시 북구 능안로 28-1 (문흥동, 1층)",광주광역시 북구 문흥동 947-1 1층 ,,2019-02-11,2020-12-09
제과점영업,플레이스63(PLACE63),"광주광역시 북구 우치로 92-1 (용봉동,(1층))",광주광역시 북구 용봉동 160-20 (1층) ,062-264-6363,2019-04-02,2020-12-09
제과점영업,(주)신세계푸드 씨-베이커리(C-Bakery)일곡점,"광주광역시 북구 설죽로 517-5 (일곡동, 이마트에브리데이 1층,C-Bakery)","광주광역시 북구 일곡동 845-1 이마트에브리데이 1층,C-Bakery ",,2019-04-04,2020-12-09
제과점영업,착한빵집,"광주광역시 북구 서하로 128, 주공아파트 상가동 1층 104호 (용봉동)",광주광역시 북구 용봉동 1461 주공아파트 ,,2019-04-17,2020-12-09
제과점영업,톡톡베이커리,"광주광역시 북구 설죽로 416, 상가1동 1층 103호 (삼각동, 신일곡골드클래스)",광주광역시 북구 삼각동 839 신일곡골드클래스 상가1동 103호,062-523-9068,2019-05-02,2020-12-09
제과점영업,그랑팔레,"광주광역시 북구 첨단연신로133번길 42 (신용동, 119동 107, 108호)","광주광역시 북구 신용동 671 119동 107, 108호 ",062-573-0233,2019-05-16,2020-12-09
제과점영업,행복한빵집,"광주광역시 북구 연양로 60, 1층 (양산동)",광주광역시 북구 양산동 1086 ,,2019-05-21,2020-12-09
제과점영업,뚜레쥬르첨단신용점,"광주광역시 북구 첨단연신로107번길 6 (신용동, 219동 1층 109~110호)",광주광역시 북구 신용동 684 219동 1층 109~110호 ,062-412-8207,2019-07-03,2020-12-09
제과점영업,(주)브레드세븐,"광주광역시 북구 설죽로 506-4 (일곡동, 1층)",광주광역시 북구 일곡동 831-2 1층 ,062-576-0455,2019-08-21,2020-12-09
제과점영업,광수빵집,"광주광역시 북구 용봉택지로 39 (용봉동, 103호)",광주광역시 북구 용봉동 742 103호 ,062-511-0092,2019-08-30,2020-12-09
제과점영업,에팡,"광주광역시 북구 매곡로 32, 1층 (매곡동)",광주광역시 북구 매곡동 44-21 1층 ,062-575-1148,2019-10-10,2020-12-09
제과점영업,파리바게뜨(전대후문),광주광역시 북구 우치로 102 (용봉동),광주광역시 북구 용봉동 152-39 ,062-266-7005,2019-10-17,2020-12-09
제과점영업,달고나,"광주광역시 북구 군왕로 295, 116동 1층 113호 (각화동, 힐스테이트 각화)",광주광역시 북구 각화동 594 힐스테이트 각화 116동 113호,,2019-11-15,2020-12-09
제과점영업,르방베이커리,"광주광역시 북구 동운로 123, 1층 (동림동)",광주광역시 북구 동림동 307 1층 ,,2019-11-18,2020-12-09
제과점영업,전대상대점뚜레쥬르,"광주광역시 북구 반룡로42번길 15, 1층 (용봉동)",광주광역시 북구 용봉동 1243-5 ,062-511-0220,2020-01-31,2020-12-09
제과점영업,마마스브라운,"광주광역시 북구 임방울대로1042번길 14-10, 1층 (용두동)",광주광역시 북구 용두동 311-50 1층 ,,2020-02-14,2020-12-09
제과점영업,홈플러스(주)동광주점,"광주광역시 북구 동문대로 200 (두암동,(지하1층))",광주광역시 북구 두암동 575-1 (지하1층) ,070-7512-7908,2020-03-11,2020-12-09
제과점영업,홈플러스(주)동광주점,"광주광역시 북구 동문대로 200, 지하1층 (두암동)",광주광역시 북구 두암동 575-1 지하1층 ,070-7512-7908,2020-03-11,2020-12-09
제과점영업,홈플러스(주)동광주점,"광주광역시 북구 동문대로 200, 지하1층 (두암동)",광주광역시 북구 두암동 575-1 지하1층 ,070-7512-7908,2020-03-11,2020-12-09
제과점영업,홈플러스(주)동광주점,"광주광역시 북구 동문대로 200 (두암동,외1필지)",광주광역시 북구 두암동 575-1 외1필지 ,070-7512-7908,2020-03-12,2020-12-09
제과점영업,떡개비전남대점,"광주광역시 북구 우치로27번길 45-7, 1층 (중흥동)",광주광역시 북구 중흥동 341-12 ,062-529-3335,2020-03-31,2020-12-09
제과점영업,파리바게뜨광주본촌점,"광주광역시 북구 하서로483번길 2, 1층 109호 (본촌동)",광주광역시 북구 본촌동 670 1층 109호,,2020-04-01,2020-12-09
제과점영업,뚜레쥬르양산호반점,"광주광역시 북구 양산로71번길 39, 상가동 109호 (양산동, 호젠리젠시빌)",광주광역시 북구 양산동 18-3 ,062-572-5577,2020-04-20,2020-12-09
제과점영업,아마스빈광주일곡점,"광주광역시 북구 설죽로 517 (일곡동,(일곡센터 107호))",광주광역시 북구 일곡동 847-4 (일곡센터 107호) ,,2020-04-20,2020-12-09
제과점영업,빅케이베이커리,"광주광역시 북구 용두마을2길 26, 1층 (용두동)",광주광역시 북구 용두동 253-12 ,,2020-04-29,2020-12-09
제과점영업,주노브레드,"광주광역시 북구 서방로9번길 8, 1층 (중흥동)",광주광역시 북구 중흥동 278-19 1층 ,,2020-05-01,2020-12-09
제과점영업,뚜레쥬르광주매곡점,"광주광역시 북구 매곡로 85 (매곡동,B101호(지하))",광주광역시 북구 매곡동 189 B101호(지하) ,,2020-05-14,2020-12-09
제과점영업,경성꽈배기,"광주광역시 북구 설죽로 334, 1층 (오치동)",광주광역시 북구 오치동 756-1 ,,2020-05-18,2020-12-09
제과점영업,슈크에셀,"광주광역시 북구 무등로 256, 1층 (중흥동)",광주광역시 북구 중흥동 695-7 1층 ,062-453-6150,2020-05-22,2020-12-09
제과점영업,빠네렌토,"광주광역시 북구 서강로 89, 1층 101호 (운암동)",광주광역시 북구 운암동 1018 1층 101호,,2020-05-27,2020-12-09
제과점영업,뚜레쥬르,광주광역시 북구 서하로 389 (문흥동),광주광역시 북구 문흥동 999-5 ,,2020-06-19,2020-12-09
제과점영업,항상그자리에,"광주광역시 북구 첨단연신로91번길 32-10, 1층 101호 (신용동)",광주광역시 북구 신용동 708 1층 101호,062-573-4455,2020-07-01,2020-12-09
제과점영업,샹제르망베이커리,"광주광역시 북구 양산제로 77, 1층 (연제동)",광주광역시 북구 연제동 324-1 ,,2020-07-15,2020-12-09
제과점영업,가이오브레드,"광주광역시 북구 비엔날레로 48, 1층 (운암동)",광주광역시 북구 운암동 117-19 1층 ,,2020-07-31,2020-12-09
제과점영업,라라브레드양산점,"광주광역시 북구 하서로 498, 1~2층 (본촌동)",광주광역시 북구 본촌동 771-16 ,,2020-09-01,2020-12-09
제과점영업,티티마,"광주광역시 북구 면앙로32번길 48 (용봉동, 1층)",광주광역시 북구 용봉동 154-6 1층 ,,2020-10-19,2020-12-09
제과점영업,하소민과자점,"광주광역시 북구 양일로 64 (연제동,(롯데마트1층))",광주광역시 북구 연제동 43-8 (롯데마트1층) ,,2020-10-21,2020-12-09
제과점영업,디저트팝,"광주광역시 북구 서강로 72, 1층 (운암동)",광주광역시 북구 운암동 978-11 1층 ,,2020-10-23,2020-12-09
휴게음식점,교보,광주광역시 북구 금남로132번길 10 (누문동),광주광역시 북구 누문동 65-1 ,062-526-5006,1986-03-27,2020-12-09
휴게음식점,용일다방,광주광역시 북구 서암대로 299 (우산동),광주광역시 북구 우산동 518-133 ,062-512-0176,1994-08-30,2020-12-09
휴게음식점,다향,"광주광역시 북구 무등로 238 (중흥동, 1층 )",광주광역시 북구 중흥동 700-1 1층 ,,1998-08-26,2020-12-09
휴게음식점,배스킨라빈스,"광주광역시 북구 동문대로 200 (두암동,외 1필지)",광주광역시 북구 두암동 575-1 외 1필지 ,062-250-8064,2003-11-06,2020-12-09
휴게음식점,현대웰빙랜드 편의점,"광주광역시 북구 비엔날레로 40 (운암동,외 3필지)",광주광역시 북구 운암동 118-14 외 3필지 ,,2005-02-21,2020-12-09
휴게음식점,도미노피자운암점,광주광역시 북구 서암대로 25 (운암동),광주광역시 북구 운암동 495-9 ,062-531-3082,2005-06-28,2020-12-09
휴게음식점,임실치즈피자,광주광역시 북구 삼정로 80-1 (두암동),광주광역시 북구 두암동 941-8 ,062-262-4443,2005-10-20,2020-12-09
휴게음식점,베스킨라빈스(일곡점),"광주광역시 북구 설죽로 514 (일곡동, 1층)",광주광역시 북구 일곡동 830-2 1층 ,062-572-3130,2006-02-09,2020-12-09
휴게음식점,스마일분식,"광주광역시 북구 군왕로141번길 26 (두암동,(1층))",광주광역시 북구 두암동 830-8 (1층) ,062-522-6587,2006-10-27,2020-12-09
휴게음식점,더플라워갤러리 라헨느,"광주광역시 북구 용봉로 120 (중흥동,(1층))",광주광역시 북구 중흥동 335-10 (1층) ,,2007-02-06,2020-12-09
휴게음식점,보양죽,"광주광역시 북구 설죽로 342 (오치동,외2필지 문향빌딩(1층))",광주광역시 북구 오치동 754 외2필지 문향빌딩(1층) ,062-267-5585,2007-02-14,2020-12-09
휴게음식점,명성문구,"광주광역시 북구 삼정로87번길 51 (두암동,(1층))",광주광역시 북구 두암동 408-13 (1층) ,062-267-5385,2007-03-20,2020-12-09
휴게음식점,우연다방,"광주광역시 북구 중가로 107 (중흥동,(지하1층))",광주광역시 북구 중흥동 670-15 (지하1층) ,062-523-8166,2007-05-03,2020-12-09
휴게음식점,세븐일레븐 두암국일점,광주광역시 북구 탁영로 14 (두암동),광주광역시 북구 두암동 351-3 ,062-267-3888,2007-06-08,2020-12-09
휴게음식점,미니스톱전대공대점,광주광역시 북구 우치로 124-1 (용봉동),광주광역시 북구 용봉동 151-1 ,062-264-7793,2007-07-20,2020-12-09
휴게음식점,송암다방,"광주광역시 북구 서암대로 39 (운암동,지하1층)",광주광역시 북구 운암동 496-5 지하1층 ,,2007-10-29,2020-12-09
휴게음식점,보길도죽드림,광주광역시 북구 면앙로139번길 47 (두암동),광주광역시 북구 두암동 565 ,062-266-5560,2008-02-01,2020-12-09
휴게음식점,베스킨라빈스31(운암),"광주광역시 북구 북문대로 89, 상가A-1동 107-8호 (운암동, 벽산블루밍)",광주광역시 북구 운암동 67 ,062-433-2331,2008-09-09,2020-12-09
휴게음식점,톰하우스,"광주광역시 북구 용봉로 33, 1층 (용봉동, 학생생활관)",광주광역시 북구 용봉동 300 ,062-460-5121,2008-09-10,2020-12-09
휴게음식점,순이네분식,"광주광역시 북구 면앙로 141 (두암동,(지상1층))",광주광역시 북구 두암동 568-8 (지상1층) ,,2009-02-17,2020-12-09
휴게음식점,이삭(서영대점),광주광역시 북구 서강로 57 (운암동),광주광역시 북구 운암동 885-34 ,,2009-05-14,2020-12-09
휴게음식점,청자다방,광주광역시 북구 설죽로214번길 86 (용봉동),광주광역시 북구 용봉동 1253-1 ,,2009-07-17,2020-12-09
휴게음식점,요기꺼리,"광주광역시 북구 호동로 6-6 (중흥동,(1층))",광주광역시 북구 중흥동 279-42 (1층) ,,2009-12-01,2020-12-09
휴게음식점,니나에스프레소,"광주광역시 북구 금남로131번길 13 (북동,(1층))",광주광역시 북구 북동 223 (1층) ,,2010-01-19,2020-12-09
휴게음식점,미니스톱우산점,광주광역시 북구 독립로 401 (우산동),광주광역시 북구 우산동 518-68 ,062-521-3159,2010-02-19,2020-12-09
휴게음식점,베스킨라빈스 문흥점,"광주광역시 북구 문산로 43-2 (문흥동, 라인아파트 상가동 120호)",광주광역시 북구 문흥동 996-3 라인아파트 상가동 120호 ,062-433-3134,2010-03-02,2020-12-09
휴게음식점,장성,"광주광역시 북구 북문대로33번길 51 (운암동, 1층)",광주광역시 북구 운암동 447-12 1층 ,,2010-03-15,2020-12-09
휴게음식점,우미다방,"광주광역시 북구 대천로 2, 2층 (오치동)",광주광역시 북구 오치동 989-18 ,,2010-07-07,2020-12-09
휴게음식점,마빈,"광주광역시 북구 황계로55번길 32 (운암동,(1층))",광주광역시 북구 운암동 935-8 (1층) ,,2010-07-09,2020-12-09
휴게음식점,러브-휴(Love-hue),광주광역시 북구 태봉로 32 (유동),광주광역시 북구 유동 115-1 ,062-510-3180,2010-07-29,2020-12-09
휴게음식점,GS25편의점일곡청솔점,"광주광역시 북구 일곡마을로 225-1, 101호 (일곡동)",광주광역시 북구 일곡동 817-5 ,062-575-1416,2010-10-07,2020-12-09
휴게음식점,씨즈더데이,"광주광역시 북구 경양로 135 (신안동,(1층))",광주광역시 북구 신안동 7-5 (1층) ,,2010-11-10,2020-12-09
휴게음식점,카페베네현대웰빙점,"광주광역시 북구 비엔날레로 40 (운암동,(1층))",광주광역시 북구 운암동 118-14 (1층) ,,2010-11-30,2020-12-09
휴게음식점,베스킨라빈스(광주양산),"광주광역시 북구 하서로 403 (양산동,(1층))",광주광역시 북구 양산동 246-15 (1층) ,062-383-3131,2010-12-01,2020-12-09
휴게음식점,로뎅다방,"광주광역시 북구 북문대로19번길 10-4 (운암동,(2층))",광주광역시 북구 운암동 96-25 (2층) ,062-515-5682,2011-01-10,2020-12-09
휴게음식점,태양의정원,"광주광역시 북구 북문대로98번길 49 (운암동, 상가 1층 106호)",광주광역시 북구 운암동 294 상가 1층 106호 ,,2011-01-24,2020-12-09
휴게음식점,톰아저씨핫도그,광주광역시 북구 안산로 23 (오치동),광주광역시 북구 오치동 661-9 ,,2011-01-26,2020-12-09
휴게음식점,에쏠로지,"광주광역시 북구 자미로 58 (신안동,(1층))",광주광역시 북구 신안동 210-5 (1층) ,062-529-5453,2011-03-11,2020-12-09
휴게음식점,씨유신안제일점,"광주광역시 북구 무등로180번길 11 (신안동,(1층))",광주광역시 북구 신안동 138-1 (1층) ,062-515-8421,2011-03-18,2020-12-09
휴게음식점,피자스쿨,"광주광역시 북구 자미로 64 (신안동,(1층))",광주광역시 북구 신안동 210-1 (1층) ,062-511-7666,2011-03-24,2020-12-09
휴게음식점,미니스톱문흥점,광주광역시 북구 대천로 124-1 (문흥동),광주광역시 북구 문흥동 1001-1 ,062-268-3071,2011-03-30,2020-12-09
휴게음식점,서림분식,"광주광역시 북구 경양로 61-1 (임동,(1층))",광주광역시 북구 임동 187-44 (1층) ,,2011-04-22,2020-12-09
휴게음식점,커피앤,"광주광역시 북구 서강로131번길 9 (운암동,(1층))",광주광역시 북구 운암동 1054-12 (1층) ,,2011-05-18,2020-12-09
휴게음식점,엔제리너스커피광주오치점,"광주광역시 북구 설죽로 305 (용봉동, 1~2층)",광주광역시 북구 용봉동 476-1 1~2층 ,062-574-6760,2011-05-19,2020-12-09
휴게음식점,아이리스pc방,"광주광역시 북구 북문대로 113 (운암동,영일빌딩 지하1층(101호))",광주광역시 북구 운암동 357-7 영일빌딩 지하1층(101호) ,,2011-05-23,2020-12-09
휴게음식점,이마트24전대후문점,"광주광역시 북구 호동로 16 (중흥동,(1층))",광주광역시 북구 중흥동 279-3 (1층) ,062-432-6282,2011-06-17,2020-12-09
휴게음식점,케냐교대점,광주광역시 북구 필문대로 37-1 (풍향동),광주광역시 북구 풍향동 597-18 ,,2011-07-11,2020-12-09
휴게음식점,부오노45,"광주광역시 북구 월동로 45, 1층 (두암동)",광주광역시 북구 두암동 602-26 1층 ,062-265-5160,2011-07-20,2020-12-09
